ngram,3M,M,M,M
1769,4.43116258606681e-08,7.433768249549238e-05,7.433768249549238e-05,7.433768249549238e-05
1770,4.4444367424440704e-08,7.449010029501681e-05,7.449010029501681e-05,7.449010029501681e-05
1771,4.127761599193036e-08,7.686420680589176e-05,7.686420680589176e-05,7.686420680589176e-05
1772,3.5071472583224154e-08,7.89416818796391e-05,7.89416818796391e-05,7.89416818796391e-05
1773,3.086455916242617e-08,8.008721800121878e-05,8.008721800121878e-05,8.008721800121878e-05
1774,3.5937446542431776e-08,8.025023583156456e-05,8.025023583156456e-05,8.025023583156456e-05
1775,3.903261231690587e-08,7.841401384212077e-05,7.841401384212077e-05,7.841401384212077e-05
1776,4.107720157670818e-08,7.83312986771177e-05,7.83312986771177e-05,7.83312986771177e-05
1777,3.8264537443361794e-08,7.912212874673839e-05,7.912212874673839e-05,7.912212874673839e-05
1778,5.524839937923584e-08,7.903707903876369e-05,7.903707903876369e-05,7.903707903876369e-05
1779,6.285906043298642e-08,7.702342762578545e-05,7.702342762578545e-05,7.702342762578545e-05
1780,6.261300988796847e-08,7.307923910307832e-05,7.307923910307832e-05,7.307923910307832e-05
1781,5.6508137090206997e-08,7.340767479036003e-05,7.340767479036003e-05,7.340767479036003e-05
1782,5.504702573132038e-08,7.543896520344009e-05,7.543896520344009e-05,7.543896520344009e-05
1783,5.560831338259829e-08,7.517672306026466e-05,7.517672306026466e-05,7.517672306026466e-05
1784,5.975904520434077e-08,7.731443786594485e-05,7.731443786594485e-05,7.731443786594485e-05
1785,4.236426270105247e-08,7.463656532179032e-05,7.463656532179032e-05,7.463656532179032e-05
1786,4.685860182413697e-08,7.371472851705871e-05,7.371472851705871e-05,7.371472851705871e-05
1787,4.966602798869449e-08,7.49019454815425e-05,7.49019454815425e-05,7.49019454815425e-05
1788,5.559282355095872e-08,7.259901446689452e-05,7.259901446689452e-05,7.259901446689452e-05
1789,5.942025030744194e-08,7.030928723647126e-05,7.030928723647126e-05,7.030928723647126e-05
1790,5.845579309493587e-08,6.953811160721151e-05,6.953811160721151e-05,6.953811160721151e-05
1791,5.607072444442045e-08,6.55070211256056e-05,6.55070211256056e-05,6.55070211256056e-05
1792,5.774592943501895e-08,6.53629020754514e-05,6.53629020754514e-05,6.53629020754514e-05
1793,4.596291372901565e-08,6.742616928282327e-05,6.742616928282327e-05,6.742616928282327e-05
1794,5.078620317939502e-08,6.571807119014141e-05,6.571807119014141e-05,6.571807119014141e-05
1795,5.025306773883845e-08,6.655833099752531e-05,6.655833099752531e-05,6.655833099752531e-05
1796,4.874650549879789e-08,6.59112811263185e-05,6.59112811263185e-05,6.59112811263185e-05
1797,4.55479557562707e-08,6.352721123091345e-05,6.352721123091345e-05,6.352721123091345e-05
1798,4.489007235771883e-08,6.192799732421658e-05,6.192799732421658e-05,6.192799732421658e-05
1799,4.3166657042499016e-08,6.031275864058573e-05,6.031275864058573e-05,6.031275864058573e-05
1800,4.391356586300585e-08,5.651870950324727e-05,5.651870950324727e-05,5.651870950324727e-05
1801,3.950579571413268e-08,5.51058941969781e-05,5.51058941969781e-05,5.51058941969781e-05
1802,3.827739369910432e-08,5.235713459634488e-05,5.235713459634488e-05,5.235713459634488e-05
1803,3.8660261531780245e-08,5.1458853184677924e-05,5.1458853184677924e-05,5.1458853184677924e-05
1804,4.1141655923330034e-08,5.101976369457718e-05,5.101976369457718e-05,5.101976369457718e-05
1805,3.835261555959083e-08,4.929371061734855e-05,4.929371061734855e-05,4.929371061734855e-05
1806,3.6131959900233464e-08,4.814922535193286e-05,4.814922535193286e-05,4.814922535193286e-05
1807,3.661140926932863e-08,4.6239882067311555e-05,4.6239882067311555e-05,4.6239882067311555e-05
1808,3.386368163660336e-08,4.622670322922724e-05,4.622670322922724e-05,4.622670322922724e-05
1809,2.9776079633693697e-08,4.5374911029024846e-05,4.5374911029024846e-05,4.5374911029024846e-05
1810,2.798658384404819e-08,4.5174090960894576e-05,4.5174090960894576e-05,4.5174090960894576e-05
1811,2.6126246943647402e-08,4.463460988647837e-05,4.463460988647837e-05,4.463460988647837e-05
1812,2.5313322612622154e-08,4.475546873956253e-05,4.475546873956253e-05,4.475546873956253e-05
1813,2.77712858423992e-08,4.4576332064545045e-05,4.4576332064545045e-05,4.4576332064545045e-05
1814,2.881081468635622e-08,4.471197826205753e-05,4.471197826205753e-05,4.471197826205753e-05
1815,3.100811480598915e-08,4.373931837367958e-05,4.373931837367958e-05,4.373931837367958e-05
1816,3.7956059882406275e-08,4.4796319603587366e-05,4.4796319603587366e-05,4.4796319603587366e-05
1817,3.855137390270816e-08,4.3778266574788305e-05,4.3778266574788305e-05,4.3778266574788305e-05
1818,3.8228868705557165e-08,4.3333776765004064e-05,4.3333776765004064e-05,4.3333776765004064e-05
1819,3.93958760217369e-08,4.309238543750585e-05,4.309238543750585e-05,4.309238543750585e-05
1820,3.8774319628081296e-08,4.3006428833385666e-05,4.3006428833385666e-05,4.3006428833385666e-05
1821,3.894964503306905e-08,4.2227225224321175e-05,4.2227225224321175e-05,4.2227225224321175e-05
1822,3.792059161915924e-08,4.237115613899992e-05,4.237115613899992e-05,4.237115613899992e-05
1823,3.600561195225639e-08,4.0888204239308834e-05,4.0888204239308834e-05,4.0888204239308834e-05
1824,3.4471634943348106e-08,4.0210814144562134e-05,4.0210814144562134e-05,4.0210814144562134e-05
1825,3.4322515369516234e-08,3.911735828816225e-05,3.911735828816225e-05,3.911735828816225e-05
1826,3.325004145031991e-08,3.858451600535773e-05,3.858451600535773e-05,3.858451600535773e-05
1827,3.290638720240427e-08,3.758992118361805e-05,3.758992118361805e-05,3.758992118361805e-05
1828,3.412686717345943e-08,3.804826493641096e-05,3.804826493641096e-05,3.804826493641096e-05
1829,3.9199644673106245e-08,3.7137123789372186e-05,3.7137123789372186e-05,3.7137123789372186e-05
1830,3.570277432426597e-08,3.634033003306415e-05,3.634033003306415e-05,3.634033003306415e-05
1831,3.568408806537653e-08,3.649273328067336e-05,3.649273328067336e-05,3.649273328067336e-05
1832,5.645895433709873e-08,3.7080891031239715e-05,3.7080891031239715e-05,3.7080891031239715e-05
1833,5.6074201028520424e-08,3.7113285153671836e-05,3.7113285153671836e-05,3.7113285153671836e-05
1834,5.5899776490215506e-08,3.7815851101186126e-05,3.7815851101186126e-05,3.7815851101186126e-05
1835,5.413945507776978e-08,3.7338097172323614e-05,3.7338097172323614e-05,3.7338097172323614e-05
1836,4.905231522554589e-08,3.7400419906979164e-05,3.7400419906979164e-05,3.7400419906979164e-05
1837,4.862370366660278e-08,3.741455865175729e-05,3.741455865175729e-05,3.741455865175729e-05
1838,4.908274574079639e-08,3.712424534439508e-05,3.712424534439508e-05,3.712424534439508e-05
1839,2.930666553879746e-08,3.670426511754548e-05,3.670426511754548e-05,3.670426511754548e-05
1840,3.52496997939917e-08,3.672827941565109e-05,3.672827941565109e-05,3.672827941565109e-05
1841,3.624430355841923e-08,3.5841253910413275e-05,3.5841253910413275e-05,3.5841253910413275e-05
1842,3.710151754075598e-08,3.654333132934491e-05,3.654333132934491e-05,3.654333132934491e-05
1843,3.7910215665095034e-08,3.7206774972478994e-05,3.7206774972478994e-05,3.7206774972478994e-05
1844,3.821848488476982e-08,3.794592963198998e-05,3.794592963198998e-05,3.794592963198998e-05
1845,3.655627166056417e-08,3.832988815182554e-05,3.832988815182554e-05,3.832988815182554e-05
1846,3.4851114248470235e-08,3.8601167034357786e-05,3.8601167034357786e-05,3.8601167034357786e-05
1847,3.137148141263424e-08,3.879187975793944e-05,3.879187975793944e-05,3.879187975793944e-05
1848,3.598870382656319e-08,3.9664113761058874e-05,3.9664113761058874e-05,3.9664113761058874e-05
1849,3.935403419015009e-08,3.9293548200345996e-05,3.9293548200345996e-05,3.9293548200345996e-05
1850,3.926661459477795e-08,3.930002692089017e-05,3.930002692089017e-05,3.930002692089017e-05
1851,4.263926354854318e-08,3.9800272913583156e-05,3.9800272913583156e-05,3.9800272913583156e-05
1852,4.679958515956579e-08,4.06689993854213e-05,4.06689993854213e-05,4.06689993854213e-05
1853,4.7695327814218606e-08,4.149638334638439e-05,4.149638334638439e-05,4.149638334638439e-05
1854,4.8240453663441126e-08,4.291130556209412e-05,4.291130556209412e-05,4.291130556209412e-05
1855,4.392247124737228e-08,4.373657066025771e-05,4.373657066025771e-05,4.373657066025771e-05
1856,4.537663654348632e-08,4.444239051995932e-05,4.444239051995932e-05,4.444239051995932e-05
1857,4.679016234782856e-08,4.5899303846194274e-05,4.5899303846194274e-05,4.5899303846194274e-05
1858,4.60023531648598e-08,4.6464767365250736e-05,4.6464767365250736e-05,4.6464767365250736e-05
1859,4.529149322252124e-08,4.631572768890432e-05,4.631572768890432e-05,4.631572768890432e-05
1860,4.804170115692484e-08,4.7784290862702096e-05,4.7784290862702096e-05,4.7784290862702096e-05
1861,4.774311942615636e-08,4.7729509658113655e-05,4.7729509658113655e-05,4.7729509658113655e-05
1862,4.8395865093198154e-08,4.8122703966717904e-05,4.8122703966717904e-05,4.8122703966717904e-05
1863,4.320636090174698e-08,4.877440161570641e-05,4.877440161570641e-05,4.877440161570641e-05
1864,4.3027299564560706e-08,4.9100671146464136e-05,4.9100671146464136e-05,4.9100671146464136e-05
1865,4.283021226569872e-08,4.981247600101467e-05,4.981247600101467e-05,4.981247600101467e-05
1866,4.51586912626161e-08,5.062469790573232e-05,5.062469790573232e-05,5.062469790573232e-05
1867,4.5053257886300864e-08,5.014958930717382e-05,5.014958930717382e-05,5.014958930717382e-05
1868,4.4355338449772064e-08,5.0478770780110995e-05,5.0478770780110995e-05,5.0478770780110995e-05
1869,4.432404513262814e-08,5.078820062668196e-05,5.078820062668196e-05,5.078820062668196e-05
1870,4.6284310225733604e-08,5.104928797144177e-05,5.104928797144177e-05,5.104928797144177e-05
1871,4.704537508765887e-08,5.087649385261882e-05,5.087649385261882e-05,5.087649385261882e-05
1872,4.8623004797069113e-08,5.086774607272153e-05,5.086774607272153e-05,5.086774607272153e-05
1873,4.644557754269434e-08,5.141539492927093e-05,5.141539492927093e-05,5.141539492927093e-05
1874,4.8543862517038047e-08,5.2432827942539006e-05,5.2432827942539006e-05,5.2432827942539006e-05
1875,5.198452715912286e-08,5.385541122190521e-05,5.385541122190521e-05,5.385541122190521e-05
1876,5.4790098553374785e-08,5.5079233529145964e-05,5.5079233529145964e-05,5.5079233529145964e-05
1877,5.559197851263369e-08,5.589583036323477e-05,5.589583036323477e-05,5.589583036323477e-05
1878,6.076224069926996e-08,5.651862115233338e-05,5.651862115233338e-05,5.651862115233338e-05
1879,6.114179943291934e-08,5.685405111372737e-05,5.685405111372737e-05,5.685405111372737e-05
1880,6.450174134491655e-08,5.7241214692891974e-05,5.7241214692891974e-05,5.7241214692891974e-05
1881,6.268119077747412e-08,5.798588868596458e-05,5.798588868596458e-05,5.798588868596458e-05
1882,6.221437993352602e-08,5.7553420317292747e-05,5.7553420317292747e-05,5.7553420317292747e-05
1883,6.162034032237379e-08,5.819929668047864e-05,5.819929668047864e-05,5.819929668047864e-05
1884,6.028497371143463e-08,5.913528054536853e-05,5.913528054536853e-05,5.913528054536853e-05
1885,5.715566737356832e-08,5.981754241344918e-05,5.981754241344918e-05,5.981754241344918e-05
1886,5.861939809749726e-08,6.0427543628195834e-05,6.0427543628195834e-05,6.0427543628195834e-05
1887,5.812267898720945e-08,6.084392277573768e-05,6.084392277573768e-05,6.084392277573768e-05
1888,6.212621883605607e-08,6.0153654236013866e-05,6.0153654236013866e-05,6.0153654236013866e-05
1889,6.32484566308124e-08,6.016721766042922e-05,6.016721766042922e-05,6.016721766042922e-05
1890,6.483016181034276e-08,5.990174083438303e-05,5.990174083438303e-05,5.990174083438303e-05
1891,6.601991182313733e-08,5.940664569996963e-05,5.940664569996963e-05,5.940664569996963e-05
1892,6.633995346711735e-08,5.9665649522295485e-05,5.9665649522295485e-05,5.9665649522295485e-05
1893,6.54967437745719e-08,6.044361777769934e-05,6.044361777769934e-05,6.044361777769934e-05
1894,6.563922078888546e-08,6.065479673062717e-05,6.065479673062717e-05,6.065479673062717e-05
1895,6.44669247508643e-08,6.057516968992006e-05,6.057516968992006e-05,6.057516968992006e-05
1896,6.526865042084345e-08,6.038728679413907e-05,6.038728679413907e-05,6.038728679413907e-05
1897,6.700668566038206e-08,5.9746173064922914e-05,5.9746173064922914e-05,5.9746173064922914e-05
1898,7.17423849851327e-08,5.9835770246406484e-05,5.9835770246406484e-05,5.9835770246406484e-05
1899,7.481679885147838e-08,5.947753847327216e-05,5.947753847327216e-05,5.947753847327216e-05
1900,8.010678799662076e-08,5.915111510798202e-05,5.915111510798202e-05,5.915111510798202e-05
1901,8.10724744480597e-08,5.945383860047774e-05,5.945383860047774e-05,5.945383860047774e-05
1902,8.210131089266984e-08,6.017848603992856e-05,6.017848603992856e-05,6.017848603992856e-05
1903,8.281899864316853e-08,6.114930095334006e-05,6.114930095334006e-05,6.114930095334006e-05
1904,8.362841949097596e-08,6.160392877063714e-05,6.160392877063714e-05,6.160392877063714e-05
1905,8.536832751815382e-08,6.168701241092225e-05,6.168701241092225e-05,6.168701241092225e-05
1906,8.378805611235813e-08,6.189635366484123e-05,6.189635366484123e-05,6.189635366484123e-05
1907,8.455710087673651e-08,6.155310984468088e-05,6.155310984468088e-05,6.155310984468088e-05
1908,8.692600061976918e-08,6.099892457963766e-05,6.099892457963766e-05,6.099892457963766e-05
1909,9.195802062679701e-08,6.027952570418295e-05,6.027952570418295e-05,6.027952570418295e-05
1910,9.397831998317738e-08,5.980395508231595e-05,5.980395508231595e-05,5.980395508231595e-05
1911,9.445455211627112e-08,5.9842592496092296e-05,5.9842592496092296e-05,5.9842592496092296e-05
1912,9.450195140711262e-08,6.054248037149331e-05,6.054248037149331e-05,6.054248037149331e-05
1913,9.76777637820955e-08,6.107535955379717e-05,6.107535955379717e-05,6.107535955379717e-05
1914,9.641679911607883e-08,6.192967807042546e-05,6.192967807042546e-05,6.192967807042546e-05
1915,9.901002633634042e-08,6.282294894585252e-05,6.282294894585252e-05,6.282294894585252e-05
1916,9.58528484521334e-08,6.357108161734817e-05,6.357108161734817e-05,6.357108161734817e-05
1917,9.730061074313718e-08,6.419948684716863e-05,6.419948684716863e-05,6.419948684716863e-05
1918,1.0015207761528342e-07,6.467471809758405e-05,6.467471809758405e-05,6.467471809758405e-05
1919,9.953070900792227e-08,6.493934051832184e-05,6.493934051832184e-05,6.493934051832184e-05
1920,1.0032894185282462e-07,6.559466627160353e-05,6.559466627160353e-05,6.559466627160353e-05
1921,9.98940430057311e-08,6.593947806062975e-05,6.593947806062975e-05,6.593947806062975e-05
1922,1.0216199188205013e-07,6.607673588275378e-05,6.607673588275378e-05,6.607673588275378e-05
1923,1.0274859769359474e-07,6.617881652865825e-05,6.617881652865825e-05,6.617881652865825e-05
1924,1.0359612900856519e-07,6.705447802752522e-05,6.705447802752522e-05,6.705447802752522e-05
1925,1.0529347755599311e-07,6.74901987492506e-05,6.74901987492506e-05,6.74901987492506e-05
1926,1.1240317933568025e-07,6.760581995227508e-05,6.760581995227508e-05,6.760581995227508e-05
1927,1.221862697369553e-07,6.763290002709255e-05,6.763290002709255e-05,6.763290002709255e-05
1928,1.2872572747418027e-07,6.80446797299997e-05,6.80446797299997e-05,6.80446797299997e-05
1929,1.319926953767338e-07,6.954488032663773e-05,6.954488032663773e-05,6.954488032663773e-05
1930,1.4096329335546086e-07,6.956403480476833e-05,6.956403480476833e-05,6.956403480476833e-05
1931,1.5146695935592496e-07,7.024086620991252e-05,7.024086620991252e-05,7.024086620991252e-05
1932,1.5655403119905843e-07,7.029384245730139e-05,7.029384245730139e-05,7.029384245730139e-05
1933,1.5921002167423077e-07,7.119768685827564e-05,7.119768685827564e-05,7.119768685827564e-05
1934,1.579996709974044e-07,7.07357217574359e-05,7.07357217574359e-05,7.07357217574359e-05
1935,1.6457022817511252e-07,7.050856220303103e-05,7.050856220303103e-05,7.050856220303103e-05
1936,1.6918434247210306e-07,7.000081989515041e-05,7.000081989515041e-05,7.000081989515041e-05
1937,1.71275906219697e-07,7.192430140483859e-05,7.192430140483859e-05,7.192430140483859e-05
1938,1.7335927436436448e-07,7.221646124630102e-05,7.221646124630102e-05,7.221646124630102e-05
1939,1.7461219061130707e-07,7.43326943068366e-05,7.43326943068366e-05,7.43326943068366e-05
1940,1.754079091499859e-07,7.693679279847336e-05,7.693679279847336e-05,7.693679279847336e-05
1941,1.777935320238352e-07,7.956845677524273e-05,7.956845677524273e-05,7.956845677524273e-05
1942,1.7862547606130518e-07,8.128838505529399e-05,8.128838505529399e-05,8.128838505529399e-05
1943,1.835935969601061e-07,8.194394883633192e-05,8.194394883633192e-05,8.194394883633192e-05
1944,1.8529556809556068e-07,8.124858348829938e-05,8.124858348829938e-05,8.124858348829938e-05
1945,1.9433285355522196e-07,8.210026966740511e-05,8.210026966740511e-05,8.210026966740511e-05
1946,2.1456118710310485e-07,8.095380430209584e-05,8.095380430209584e-05,8.095380430209584e-05
1947,2.3248771136812657e-07,7.88838993425348e-05,7.88838993425348e-05,7.88838993425348e-05
1948,2.7523411461061187e-07,7.840051486190143e-05,7.840051486190143e-05,7.840051486190143e-05
1949,3.1704141179034195e-07,7.813474699755066e-05,7.813474699755066e-05,7.813474699755066e-05
1950,3.52189713583227e-07,7.882845446666969e-05,7.882845446666969e-05,7.882845446666969e-05
1951,3.887234965662044e-07,7.998193905223161e-05,7.998193905223161e-05,7.998193905223161e-05
1952,4.519483768815137e-07,8.020453242352232e-05,8.020453242352232e-05,8.020453242352232e-05
1953,4.921639872788676e-07,8.220025067982663e-05,8.220025067982663e-05,8.220025067982663e-05
1954,5.416101487298874e-07,8.317585161421448e-05,8.317585161421448e-05,8.317585161421448e-05
1955,5.804646800048172e-07,8.417285529763571e-05,8.417285529763571e-05,8.417285529763571e-05
1956,6.126137991811577e-07,8.589948785291719e-05,8.589948785291719e-05,8.589948785291719e-05
1957,6.643179476993412e-07,8.743224628103365e-05,8.743224628103365e-05,8.743224628103365e-05
1958,7.18229825581927e-07,8.918742761514815e-05,8.918742761514815e-05,8.918742761514815e-05
1959,7.530321438155494e-07,9.045754268299788e-05,9.045754268299788e-05,9.045754268299788e-05
1960,8.233496535987277e-07,9.11822436527083e-05,9.11822436527083e-05,9.11822436527083e-05
1961,9.085558271440927e-07,9.281791426474229e-05,9.281791426474229e-05,9.281791426474229e-05
1962,9.819311636809808e-07,9.405777486140973e-05,9.405777486140973e-05,9.405777486140973e-05
1963,1.0826139243493214e-06,9.531783039814659e-05,9.531783039814659e-05,9.531783039814659e-05
1964,1.1934164295520792e-06,9.624400991015136e-05,9.624400991015136e-05,9.624400991015136e-05
1965,1.2974615434099438e-06,9.708057872817985e-05,9.708057872817985e-05,9.708057872817985e-05
1966,1.3798369959009245e-06,9.81000516081362e-05,9.81000516081362e-05,9.81000516081362e-05
1967,1.4559634239828613e-06,9.944140037987381e-05,9.944140037987381e-05,9.944140037987381e-05
1968,1.489363203940489e-06,0.00010057415576219293,0.00010057415576219293,0.00010057415576219293
1969,1.5338291794770548e-06,0.00010225209968796532,0.00010225209968796532,0.00010225209968796532
1970,1.5666856825191644e-06,0.0001040292325862018,0.0001040292325862018,0.0001040292325862018
1971,1.6056640106398845e-06,0.00010594330108558227,0.00010594330108558227,0.00010594330108558227
1972,1.6465541940695921e-06,0.00010839491317580854,0.00010839491317580854,0.00010839491317580854
1973,1.6834779411770536e-06,0.00011043622881905841,0.00011043622881905841,0.00011043622881905841
1974,1.7439392162746766e-06,0.00011309747683948704,0.00011309747683948704,0.00011309747683948704
1975,1.808973528178675e-06,0.00011597067662348439,0.00011597067662348439,0.00011597067662348439
1976,1.8605179872923015e-06,0.00011906028729364542,0.00011906028729364542,0.00011906028729364542
1977,1.8920842096901782e-06,0.0001207417922809587,0.0001207417922809587,0.0001207417922809587
1978,1.90567612077887e-06,0.00012367487943265587,0.00012367487943265587,0.00012367487943265587
1979,1.93456329660486e-06,0.00012632186449731568,0.00012632186449731568,0.00012632186449731568
1980,1.9685584870135893e-06,0.000129469736878361,0.000129469736878361,0.000129469736878361
1981,1.986409009597472e-06,0.00013125545436715974,0.00013125545436715974,0.00013125545436715974
1982,2.0175759638212706e-06,0.00013410237858936722,0.00013410237858936722,0.00013410237858936722
1983,2.0429438174167965e-06,0.00013632076193711588,0.00013632076193711588,0.00013632076193711588
1984,2.056652907153226e-06,0.00014045388836945807,0.00014045388836945807,0.00014045388836945807
1985,2.050196274337525e-06,0.00014433979439283057,0.00014433979439283057,0.00014433979439283057
1986,2.040445029446606e-06,0.0001464888794414167,0.0001464888794414167,0.0001464888794414167
1987,2.014933897953597e-06,0.00014889797603245825,0.00014889797603245825,0.00014889797603245825
1988,1.943242783194624e-06,0.00015082639791736647,0.00015082639791736647,0.00015082639791736647
1989,1.8834994729591666e-06,0.00015105016271783306,0.00015105016271783306,0.00015105016271783306
1990,1.8336805526684787e-06,0.00015269624626463546,0.00015269624626463546,0.00015269624626463546
1991,1.8181402603139368e-06,0.00015230168771397854,0.00015230168771397854,0.00015230168771397854
1992,1.7956439738294909e-06,0.00015052188246045262,0.00015052188246045262,0.00015052188246045262
1993,1.7460628051984323e-06,0.00014951716002542526,0.00014951716002542526,0.00014951716002542526
1994,1.7080757288567838e-06,0.00014672244391736707,0.00014672244391736707,0.00014672244391736707
1995,1.6806551944422869e-06,0.00014327727175051614,0.00014327727175051614,0.00014327727175051614
1996,1.6448224674344862e-06,0.00014078496730819876,0.00014078496730819876,0.00014078496730819876
1997,1.5930265979997266e-06,0.00013548289695920954,0.00013548289695920954,0.00013548289695920954
1998,1.4999049946189707e-06,0.0001310303248049292,0.0001310303248049292,0.0001310303248049292
1999,1.4855581217229234e-06,0.00012768601612021615,0.00012768601612021615,0.00012768601612021615
2000,1.4385437907549203e-06,0.0001237252280199235,0.0001237252280199235,0.0001237252280199235
2001,1.3764305484593414e-06,0.00012117047299398109,0.00012117047299398109,0.00012117047299398109
2002,1.3170673745272715e-06,0.0001202287437211323,0.0001202287437211323,0.0001202287437211323
2003,1.2313593872802033e-06,0.00011855828883458994,0.00011855828883458994,0.00011855828883458994
2004,1.1652843048588174e-06,0.00011784897963350107,0.00011784897963350107,0.00011784897963350107
2005,1.1151162685304631e-06,0.00011554512976934867,0.00011554512976934867,0.00011554512976934867
2006,9.823980186800846e-07,0.00011105514568043873,0.00011105514568043873,0.00011105514568043873
2007,8.792824571303624e-07,0.00010873323585006542,0.00010873323585006542,0.00010873323585006542
2008,8.016104564896003e-07,0.00010849717364180833,0.00010849717364180833,0.00010849717364180833
2009,7.603714412393206e-07,0.00011107839860155114,0.00011107839860155114,0.00011107839860155114
2010,7.23137702607346e-07,0.00011028422886738554,0.00011028422886738554,0.00011028422886738554
2011,6.65427486572818e-07,0.00010819116453473856,0.00010819116453473856,0.00010819116453473856
2012,6.150770965567582e-07,0.00010643949333046163,0.00010643949333046163,0.00010643949333046163
2013,5.896649781789165e-07,0.0001079201725328208,0.0001079201725328208,0.0001079201725328208
2014,5.748616769908819e-07,0.00010862504755745508,0.00010862504755745508,0.00010862504755745508
2015,5.487796183193236e-07,0.00010779078833625786,0.00010779078833625786,0.00010779078833625786
2016,4.999880738003932e-07,0.00010492735184795623,0.00010492735184795623,0.00010492735184795623
2017,4.805496634692948e-07,0.00010383865446783602,0.00010383865446783602,0.00010383865446783602
2018,4.696476992194221e-07,0.00010447496897540987,0.00010447496897540987,0.00010447496897540987
2019,4.640920465703857e-07,0.0001078982932085637,0.0001078982932085637,0.0001078982932085637
