ngram,bottom,botom,botom,botom
1805,5.923608789869052e-05,1.7690861727917958e-08,1.7690861727917958e-08,1.7690861727917958e-08
1806,6.076765410918077e-05,1.7782073083846432e-08,1.7782073083846432e-08,1.7782073083846432e-08
1807,6.149155160528608e-05,1.905095750994893e-08,1.905095750994893e-08,1.905095750994893e-08
1808,6.00904126518539e-05,1.8135048383628927e-08,1.8135048383628927e-08,1.8135048383628927e-08
1809,5.7824771959401134e-05,1.9655187953406183e-08,1.9655187953406183e-08,1.9655187953406183e-08
1810,5.729699374309608e-05,2.268331782724025e-08,2.268331782724025e-08,2.268331782724025e-08
1811,5.577140992889846e-05,2.1715910339789194e-08,2.1715910339789194e-08,2.1715910339789194e-08
1812,5.701747639769954e-05,2.6456183783401295e-08,2.6456183783401295e-08,2.6456183783401295e-08
1813,5.284396060492976e-05,2.6715268473610976e-08,2.6715268473610976e-08,2.6715268473610976e-08
1814,5.154867747998131e-05,2.5876805079657776e-08,2.5876805079657776e-08,2.5876805079657776e-08
1815,5.1890037346830855e-05,2.6094196517841998e-08,2.6094196517841998e-08,2.6094196517841998e-08
1816,5.4698497219110974e-05,2.6070485960514944e-08,2.6070485960514944e-08,2.6070485960514944e-08
1817,5.309706102707423e-05,2.1074484633589108e-08,2.1074484633589108e-08,2.1074484633589108e-08
1818,5.318059421759764e-05,1.7929782864760975e-08,1.7929782864760975e-08,1.7929782864760975e-08
1819,5.264155385832835e-05,1.3571137864281419e-08,1.3571137864281419e-08,1.3571137864281419e-08
1820,5.4160464579971244e-05,1.378806580021319e-08,1.378806580021319e-08,1.378806580021319e-08
1821,5.490692741919442e-05,1.5233956318638775e-08,1.5233956318638775e-08,1.5233956318638775e-08
1822,5.535702231489787e-05,2.0937401907466276e-08,2.0937401907466276e-08,2.0937401907466276e-08
1823,5.318210657735888e-05,1.854724234513177e-08,1.854724234513177e-08,1.854724234513177e-08
1824,5.3792056860402226e-05,2.63935153098162e-08,2.63935153098162e-08,2.63935153098162e-08
1825,5.2685717361912664e-05,2.7218558200965097e-08,2.7218558200965097e-08,2.7218558200965097e-08
1826,5.2161181104435984e-05,2.5949585210785893e-08,2.5949585210785893e-08,2.5949585210785893e-08
1827,5.149433023429343e-05,3.4637882530473366e-08,3.4637882530473366e-08,3.4637882530473366e-08
1828,5.0857983296737075e-05,3.833734333166408e-08,3.833734333166408e-08,3.833734333166408e-08
1829,5.030448457026588e-05,3.295081337942715e-08,3.295081337942715e-08,3.295081337942715e-08
1830,5.0053892274653276e-05,3.2870473073590544e-08,3.2870473073590544e-08,3.2870473073590544e-08
1831,4.97261353302747e-05,2.5432859754711704e-08,2.5432859754711704e-08,2.5432859754711704e-08
1832,5.0154847225972586e-05,2.4810849628766263e-08,2.4810849628766263e-08,2.4810849628766263e-08
1833,4.941965016769245e-05,2.4714256165379667e-08,2.4714256165379667e-08,2.4714256165379667e-08
1834,4.883286705340392e-05,1.6001459712811084e-08,1.6001459712811084e-08,1.6001459712811084e-08
1835,4.8719281559377646e-05,1.203207819092508e-08,1.203207819092508e-08,1.203207819092508e-08
1836,4.8299195311431375e-05,1.1907419558302275e-08,1.1907419558302275e-08,1.1907419558302275e-08
1837,4.8295602547503745e-05,1.277125288063579e-08,1.277125288063579e-08,1.277125288063579e-08
1838,4.831704219603645e-05,1.1583722489153355e-08,1.1583722489153355e-08,1.1583722489153355e-08
1839,4.8900023622471576e-05,1.303461218325554e-08,1.303461218325554e-08,1.303461218325554e-08
1840,4.815920900520203e-05,1.4119696967185291e-08,1.4119696967185291e-08,1.4119696967185291e-08
1841,4.784979838794763e-05,1.3355119486492737e-08,1.3355119486492737e-08,1.3355119486492737e-08
1842,4.770254703804052e-05,1.2020078710150983e-08,1.2020078710150983e-08,1.2020078710150983e-08
1843,4.759867546714044e-05,1.3226384241806142e-08,1.3226384241806142e-08,1.3226384241806142e-08
1844,4.804587193315716e-05,1.3670383111222658e-08,1.3670383111222658e-08,1.3670383111222658e-08
1845,4.7702901481118586e-05,1.497602740231839e-08,1.497602740231839e-08,1.497602740231839e-08
1846,4.6954300030068096e-05,1.9487371081895943e-08,1.9487371081895943e-08,1.9487371081895943e-08
1847,4.775357800619011e-05,1.782858064355456e-08,1.782858064355456e-08,1.782858064355456e-08
1848,4.858603590816658e-05,1.8817650422014206e-08,1.8817650422014206e-08,1.8817650422014206e-08
1849,4.91539592206079e-05,1.9711335421033838e-08,1.9711335421033838e-08,1.9711335421033838e-08
1850,4.930919541428531e-05,1.8388146370641933e-08,1.8388146370641933e-08,1.8388146370641933e-08
1851,4.9736561777535826e-05,2.216788073740515e-08,2.216788073740515e-08,2.216788073740515e-08
1852,5.049817316051174e-05,2.0705717838710924e-08,2.0705717838710924e-08,2.0705717838710924e-08
1853,5.1320881798996455e-05,1.457620735223486e-08,1.457620735223486e-08,1.457620735223486e-08
1854,5.231730080725226e-05,1.3818582532211719e-08,1.3818582532211719e-08,1.3818582532211719e-08
1855,5.29407147301494e-05,1.2899861179249683e-08,1.2899861179249683e-08,1.2899861179249683e-08
1856,5.303143240910556e-05,1.1259389928345139e-08,1.1259389928345139e-08,1.1259389928345139e-08
1857,5.4148404680225735e-05,1.1035990978212697e-08,1.1035990978212697e-08,1.1035990978212697e-08
1858,5.480723536623243e-05,5.819626748758213e-09,5.819626748758213e-09,5.819626748758213e-09
1859,5.4878007046811816e-05,6.309616955897062e-09,6.309616955897062e-09,6.309616955897062e-09
1860,5.512009946479728e-05,5.870599435147434e-09,5.870599435147434e-09,5.870599435147434e-09
1861,5.468508814893929e-05,5.713847236624556e-09,5.713847236624556e-09,5.713847236624556e-09
1862,5.4745404798138354e-05,5.2209950014108534e-09,5.2209950014108534e-09,5.2209950014108534e-09
1863,5.496396157208697e-05,6.162026127449443e-09,6.162026127449443e-09,6.162026127449443e-09
1864,5.5617604500314754e-05,6.375680618374093e-09,6.375680618374093e-09,6.375680618374093e-09
1865,5.5405837234242684e-05,6.7150260590105e-09,6.7150260590105e-09,6.7150260590105e-09
1866,5.6189208407886326e-05,8.316913697419587e-09,8.316913697419587e-09,8.316913697419587e-09
1867,5.644896113413519e-05,8.337365718448706e-09,8.337365718448706e-09,8.337365718448706e-09
1868,5.719949902933357e-05,8.553871262100593e-09,8.553871262100593e-09,8.553871262100593e-09
1869,5.8355570737538596e-05,9.105093314230674e-09,9.105093314230674e-09,9.105093314230674e-09
1870,5.969684571027756e-05,9.463392482343482e-09,9.463392482343482e-09,9.463392482343482e-09
1871,6.046296506870671e-05,1.0064842039168655e-08,1.0064842039168655e-08,1.0064842039168655e-08
1872,6.159664761591037e-05,1.0770878030744565e-08,1.0770878030744565e-08,1.0770878030744565e-08
1873,6.294592250404614e-05,8.735410109547307e-09,8.735410109547307e-09,8.735410109547307e-09
1874,6.367656273401476e-05,8.838825100403774e-09,8.838825100403774e-09,8.838825100403774e-09
1875,6.456477006265362e-05,8.681293398434979e-09,8.681293398434979e-09,8.681293398434979e-09
1876,6.41996510759262e-05,9.259495900185551e-09,9.259495900185551e-09,9.259495900185551e-09
1877,6.3848276373132e-05,8.346259112406479e-09,8.346259112406479e-09,8.346259112406479e-09
1878,6.301379263667124e-05,7.282328898635829e-09,7.282328898635829e-09,7.282328898635829e-09
1879,6.304257008845784e-05,7.1744304465580305e-09,7.1744304465580305e-09,7.1744304465580305e-09
1880,6.268113273628322e-05,7.037468607862252e-09,7.037468607862252e-09,7.037468607862252e-09
1881,6.32323935860768e-05,7.063359770092299e-09,7.063359770092299e-09,7.063359770092299e-09
1882,6.319202137612072e-05,7.526620501455535e-09,7.526620501455535e-09,7.526620501455535e-09
1883,6.297650439332106e-05,6.578833636591444e-09,6.578833636591444e-09,6.578833636591444e-09
1884,6.265891611941956e-05,6.607621212089449e-09,6.607621212089449e-09,6.607621212089449e-09
1885,6.245164331630804e-05,7.00655980853274e-09,7.00655980853274e-09,7.00655980853274e-09
1886,6.191421821962908e-05,7.0355778663306574e-09,7.0355778663306574e-09,7.0355778663306574e-09
1887,6.154434283546704e-05,7.393677923874163e-09,7.393677923874163e-09,7.393677923874163e-09
1888,6.056490799112778e-05,7.2750463431248136e-09,7.2750463431248136e-09,7.2750463431248136e-09
1889,5.999529457767494e-05,6.5294681407733284e-09,6.5294681407733284e-09,6.5294681407733284e-09
1890,6.08658764187047e-05,6.195378749700759e-09,6.195378749700759e-09,6.195378749700759e-09
1891,6.152139134688437e-05,6.303177789236867e-09,6.303177789236867e-09,6.303177789236867e-09
1892,6.234738040283056e-05,6.15346783052116e-09,6.15346783052116e-09,6.15346783052116e-09
1893,6.283194047032989e-05,5.383548400723319e-09,5.383548400723319e-09,5.383548400723319e-09
1894,6.314126429580418e-05,5.5154829275189905e-09,5.5154829275189905e-09,5.5154829275189905e-09
1895,6.379132693317453e-05,6.0625103032967735e-09,6.0625103032967735e-09,6.0625103032967735e-09
1896,6.39210089242884e-05,6.19604494695685e-09,6.19604494695685e-09,6.19604494695685e-09
1897,6.339658388502098e-05,7.091686793359031e-09,7.091686793359031e-09,7.091686793359031e-09
1898,6.256592470370898e-05,7.267328833953408e-09,7.267328833953408e-09,7.267328833953408e-09
1899,6.251179365790449e-05,7.986428788139425e-09,7.986428788139425e-09,7.986428788139425e-09
1900,6.297013637127488e-05,8.692209935950196e-09,8.692209935950196e-09,8.692209935950196e-09
1901,6.352406645809034e-05,1.0040851261550188e-08,1.0040851261550188e-08,1.0040851261550188e-08
1902,6.434182068915106e-05,1.0324177766664531e-08,1.0324177766664531e-08,1.0324177766664531e-08
1903,6.486377917878729e-05,1.2809602775324232e-08,1.2809602775324232e-08,1.2809602775324232e-08
1904,6.559310246042774e-05,1.727999102537784e-08,1.727999102537784e-08,1.727999102537784e-08
1905,6.75486319648501e-05,1.8307350556158652e-08,1.8307350556158652e-08,1.8307350556158652e-08
1906,6.851052187682529e-05,1.899736736175685e-08,1.899736736175685e-08,1.899736736175685e-08
1907,6.895381583100451e-05,2.0552552675618633e-08,2.0552552675618633e-08,2.0552552675618633e-08
1908,6.898210891189851e-05,1.9779726555059696e-08,1.9779726555059696e-08,1.9779726555059696e-08
1909,6.864163567245538e-05,2.0700318411773618e-08,2.0700318411773618e-08,2.0700318411773618e-08
1910,6.890661565453879e-05,1.9067556168904176e-08,1.9067556168904176e-08,1.9067556168904176e-08
1911,6.91269981741373e-05,1.4708566174549885e-08,1.4708566174549885e-08,1.4708566174549885e-08
1912,6.874386703462474e-05,1.4451170419046581e-08,1.4451170419046581e-08,1.4451170419046581e-08
1913,6.87201796349005e-05,1.3517816072854722e-08,1.3517816072854722e-08,1.3517816072854722e-08
1914,6.812729095275114e-05,1.1961360790735398e-08,1.1961360790735398e-08,1.1961360790735398e-08
1915,6.763644757614071e-05,1.223415464173578e-08,1.223415464173578e-08,1.223415464173578e-08
1916,6.651066464006103e-05,1.0684246757161223e-08,1.0684246757161223e-08,1.0684246757161223e-08
1917,6.572674776959633e-05,1.0665562782159149e-08,1.0665562782159149e-08,1.0665562782159149e-08
1918,6.453143994024555e-05,1.0677435316860543e-08,1.0677435316860543e-08,1.0677435316860543e-08
1919,6.317428830828118e-05,1.049491858497374e-08,1.049491858497374e-08,1.049491858497374e-08
1920,6.175394186617009e-05,1.0237622686101337e-08,1.0237622686101337e-08,1.0237622686101337e-08
1921,6.106535875005648e-05,1.0614480596059041e-08,1.0614480596059041e-08,1.0614480596059041e-08
1922,6.062204504684944e-05,9.715701893802425e-09,9.715701893802425e-09,9.715701893802425e-09
1923,6.0286783471903096e-05,1.0384010603762102e-08,1.0384010603762102e-08,1.0384010603762102e-08
1924,5.9750609320222535e-05,9.590807449809193e-09,9.590807449809193e-09,9.590807449809193e-09
1925,5.968355669340651e-05,9.409443192863267e-09,9.409443192863267e-09,9.409443192863267e-09
1926,5.92548177727232e-05,9.151160147118681e-09,9.151160147118681e-09,9.151160147118681e-09
1927,5.9122085596235206e-05,9.649589254629681e-09,9.649589254629681e-09,9.649589254629681e-09
1928,5.8521240654434746e-05,9.243426024596602e-09,9.243426024596602e-09,9.243426024596602e-09
1929,5.788398266304284e-05,9.465806614729542e-09,9.465806614729542e-09,9.465806614729542e-09
1930,5.763133854738304e-05,9.065164047988056e-09,9.065164047988056e-09,9.065164047988056e-09
1931,5.7328865036002495e-05,9.36466294985751e-09,9.36466294985751e-09,9.36466294985751e-09
1932,5.670791506418027e-05,9.37547563393894e-09,9.37547563393894e-09,9.37547563393894e-09
1933,5.6084162289542814e-05,9.459628889731318e-09,9.459628889731318e-09,9.459628889731318e-09
1934,5.546360885741056e-05,9.371666871110002e-09,9.371666871110002e-09,9.371666871110002e-09
1935,5.548358292019527e-05,8.37735439748347e-09,8.37735439748347e-09,8.37735439748347e-09
1936,5.531434466580062e-05,8.612667372937771e-09,8.612667372937771e-09,8.612667372937771e-09
1937,5.546460410446993e-05,8.204931686453928e-09,8.204931686453928e-09,8.204931686453928e-09
1938,5.505990806601143e-05,7.986026030946749e-09,7.986026030946749e-09,7.986026030946749e-09
1939,5.540603836249959e-05,7.554436790410283e-09,7.554436790410283e-09,7.554436790410283e-09
1940,5.562700243899599e-05,7.075049720687129e-09,7.075049720687129e-09,7.075049720687129e-09
1941,5.581903678830713e-05,6.593194910666154e-09,6.593194910666154e-09,6.593194910666154e-09
1942,5.491070416090744e-05,7.4022077356517e-09,7.4022077356517e-09,7.4022077356517e-09
1943,5.4521471611224115e-05,7.051128569912635e-09,7.051128569912635e-09,7.051128569912635e-09
1944,5.355321003922394e-05,7.388423079695323e-09,7.388423079695323e-09,7.388423079695323e-09
1945,5.3676002218188455e-05,7.185083702613124e-09,7.185083702613124e-09,7.185083702613124e-09
1946,5.3881173308972006e-05,7.455755695368843e-09,7.455755695368843e-09,7.455755695368843e-09
1947,5.437342406366952e-05,7.485587261157889e-09,7.485587261157889e-09,7.485587261157889e-09
1948,5.424905819901531e-05,7.353287248942511e-09,7.353287248942511e-09,7.353287248942511e-09
1949,5.499707705374541e-05,7.308622913220526e-09,7.308622913220526e-09,7.308622913220526e-09
1950,5.528538427565114e-05,7.538794731333707e-09,7.538794731333707e-09,7.538794731333707e-09
1951,5.595867956539483e-05,7.481051207085848e-09,7.481051207085848e-09,7.481051207085848e-09
1952,5.5987002789541816e-05,7.815552332297265e-09,7.815552332297265e-09,7.815552332297265e-09
1953,5.540244351972693e-05,7.57059627685765e-09,7.57059627685765e-09,7.57059627685765e-09
1954,5.503538341145031e-05,8.273503533067533e-09,8.273503533067533e-09,8.273503533067533e-09
1955,5.494090354269636e-05,8.494009178556489e-09,8.494009178556489e-09,8.494009178556489e-09
1956,5.456627903705729e-05,9.764000148087299e-09,9.764000148087299e-09,9.764000148087299e-09
1957,5.4166609645887676e-05,9.82474076697112e-09,9.82474076697112e-09,9.82474076697112e-09
1958,5.356456053310207e-05,9.603372319588743e-09,9.603372319588743e-09,9.603372319588743e-09
1959,5.324733449794751e-05,9.519436477185245e-09,9.519436477185245e-09,9.519436477185245e-09
1960,5.274985752683798e-05,9.889821723468068e-09,9.889821723468068e-09,9.889821723468068e-09
1961,5.22816158731335e-05,1.4592613022707773e-08,1.4592613022707773e-08,1.4592613022707773e-08
1962,5.1511677156668156e-05,1.4396888252982926e-08,1.4396888252982926e-08,1.4396888252982926e-08
1963,5.082341366297831e-05,1.3029994099562309e-08,1.3029994099562309e-08,1.3029994099562309e-08
1964,4.992339485657534e-05,1.2952458788057747e-08,1.2952458788057747e-08,1.2952458788057747e-08
1965,4.928654639765487e-05,1.3409420875275048e-08,1.3409420875275048e-08,1.3409420875275048e-08
1966,4.8802697295156706e-05,1.3482016772822395e-08,1.3482016772822395e-08,1.3482016772822395e-08
1967,4.80652841880718e-05,1.318425933506871e-08,1.318425933506871e-08,1.318425933506871e-08
1968,4.712135809573478e-05,7.787087546213506e-09,7.787087546213506e-09,7.787087546213506e-09
1969,4.6664934156329506e-05,7.714787221755972e-09,7.714787221755972e-09,7.714787221755972e-09
1970,4.6255641271792615e-05,7.351792571544788e-09,7.351792571544788e-09,7.351792571544788e-09
1971,4.623926361091435e-05,7.095102727561198e-09,7.095102727561198e-09,7.095102727561198e-09
1972,4.632827143983117e-05,6.538637821660944e-09,6.538637821660944e-09,6.538637821660944e-09
1973,4.6175694608661744e-05,6.2593543047130746e-09,6.2593543047130746e-09,6.2593543047130746e-09
1974,4.6431484016855915e-05,6.0890779402760535e-09,6.0890779402760535e-09,6.0890779402760535e-09
1975,4.661602568895822e-05,6.0112776343958424e-09,6.0112776343958424e-09,6.0112776343958424e-09
1976,4.668771206135196e-05,5.707857297920782e-09,5.707857297920782e-09,5.707857297920782e-09
1977,4.6908409006261665e-05,5.638749213586282e-09,5.638749213586282e-09,5.638749213586282e-09
1978,4.6920588439596554e-05,5.319309437368247e-09,5.319309437368247e-09,5.319309437368247e-09
1979,4.6763107093283907e-05,5.2965697859365585e-09,5.2965697859365585e-09,5.2965697859365585e-09
1980,4.698249540524557e-05,5.194651883247811e-09,5.194651883247811e-09,5.194651883247811e-09
1981,4.7088932270915916e-05,5.047835736706117e-09,5.047835736706117e-09,5.047835736706117e-09
1982,4.713309317594394e-05,4.914986703344734e-09,4.914986703344734e-09,4.914986703344734e-09
1983,4.72085178314176e-05,4.9431645443576144e-09,4.9431645443576144e-09,4.9431645443576144e-09
1984,4.739239375339821e-05,5.181687840709921e-09,5.181687840709921e-09,5.181687840709921e-09
1985,4.741476472450553e-05,5.3181608323476274e-09,5.3181608323476274e-09,5.3181608323476274e-09
1986,4.749606003835132e-05,5.289308419824985e-09,5.289308419824985e-09,5.289308419824985e-09
1987,4.740227918123959e-05,5.163713583706502e-09,5.163713583706502e-09,5.163713583706502e-09
1988,4.7423387773700855e-05,5.288757495439508e-09,5.288757495439508e-09,5.288757495439508e-09
1989,4.752844272713576e-05,5.225929847593339e-09,5.225929847593339e-09,5.225929847593339e-09
1990,4.764632259528818e-05,5.0686036954873865e-09,5.0686036954873865e-09,5.0686036954873865e-09
1991,4.768871804117225e-05,4.609165652321881e-09,4.609165652321881e-09,4.609165652321881e-09
1992,4.792236359207891e-05,4.468999297608483e-09,4.468999297608483e-09,4.468999297608483e-09
1993,4.829257367029121e-05,4.5009775906379446e-09,4.5009775906379446e-09,4.5009775906379446e-09
1994,4.8688543756725267e-05,4.635433909732407e-09,4.635433909732407e-09,4.635433909732407e-09
1995,4.9013214655652905e-05,4.546349043264643e-09,4.546349043264643e-09,4.546349043264643e-09
1996,4.950576424432386e-05,4.355903161977283e-09,4.355903161977283e-09,4.355903161977283e-09
1997,5.0020959731357705e-05,4.552066945606725e-09,4.552066945606725e-09,4.552066945606725e-09
1998,5.048158969397524e-05,4.615859757909188e-09,4.615859757909188e-09,4.615859757909188e-09
1999,5.0912311313108406e-05,4.63093081342387e-09,4.63093081342387e-09,4.63093081342387e-09
2000,5.126818307741944e-05,4.666147658736821e-09,4.666147658736821e-09,4.666147658736821e-09
2001,5.145271383558533e-05,4.743928488133114e-09,4.743928488133114e-09,4.743928488133114e-09
2002,5.150668065263224e-05,4.647439258828204e-09,4.647439258828204e-09,4.647439258828204e-09
2003,5.160243277454616e-05,4.7995246507274e-09,4.7995246507274e-09,4.7995246507274e-09
2004,5.192948499045867e-05,4.562103583793942e-09,4.562103583793942e-09,4.562103583793942e-09
2005,5.231645835530279e-05,4.593843464359029e-09,4.593843464359029e-09,4.593843464359029e-09
2006,5.307161388502989e-05,4.840107552845601e-09,4.840107552845601e-09,4.840107552845601e-09
2007,5.4587730119237676e-05,4.585827051428737e-09,4.585827051428737e-09,4.585827051428737e-09
2008,5.6273817920425374e-05,4.1003537073639305e-09,4.1003537073639305e-09,4.1003537073639305e-09
2009,5.766378568036349e-05,3.964700345804317e-09,3.964700345804317e-09,3.964700345804317e-09
2010,5.899565491875235e-05,3.5937349921307973e-09,3.5937349921307973e-09,3.5937349921307973e-09
2011,5.9990519470635005e-05,3.4372601590401277e-09,3.4372601590401277e-09,3.4372601590401277e-09
2012,6.0823935720171516e-05,3.131237586677977e-09,3.131237586677977e-09,3.131237586677977e-09
2013,6.096183798425565e-05,2.9128251874003095e-09,2.9128251874003095e-09,2.9128251874003095e-09
2014,6.028596804493905e-05,3.3961901862206948e-09,3.3961901862206948e-09,3.3961901862206948e-09
2015,5.9036830082602266e-05,3.881348036622561e-09,3.881348036622561e-09,3.881348036622561e-09
2016,5.8591455724256646e-05,4.1131430325184024e-09,4.1131430325184024e-09,4.1131430325184024e-09
2017,5.8189150270967126e-05,4.407017491677341e-09,4.407017491677341e-09,4.407017491677341e-09
2018,5.7721007033251225e-05,4.800969310991832e-09,4.800969310991832e-09,4.800969310991832e-09
2019,5.7121947065752465e-05,5.449871331997258e-09,5.449871331997258e-09,5.449871331997258e-09
