ngram,egg,eg,eggg
1808,8.911760362804802e-06,3.2188190500294566e-07,0.0
1809,8.95801089687406e-06,3.1707756217461534e-07,0.0
1810,8.812467772908608e-06,3.2705397196813077e-07,0.0
1811,8.190576993781309e-06,3.260335838766488e-07,2.343839408272938e-10
1812,8.014747371427283e-06,3.5631540080365607e-07,4.730922003355025e-10
1813,7.681369879719568e-06,3.094655543886152e-07,4.730922003355025e-10
1814,7.096739604354038e-06,2.931173587025374e-07,4.730922003355025e-10
1815,7.667151878974567e-06,2.8659712622162e-07,4.730922003355025e-10
1816,7.607399246418416e-06,2.8395251052058613e-07,4.730922003355025e-10
1817,7.407104866225771e-06,2.6288968107175084e-07,6.444397713879977e-10
1818,7.56377598268695e-06,2.400035664810015e-07,5.890906968580062e-10
1819,8.021341272979043e-06,2.1916509800640987e-07,5.006798785091502e-10
1820,7.869529716637252e-06,2.3324647153393536e-07,5.006798785091502e-10
1821,8.101905677904142e-06,2.409855426321883e-07,5.006798785091502e-10
1822,7.561788866691391e-06,2.4239817264515295e-07,6.25448780068792e-10
1823,7.290059134642693e-06,2.65428476658209e-07,6.25448780068792e-10
1824,7.463998567150806e-06,2.69694264635031e-07,4.5410120901629673e-10
1825,7.500046259727762e-06,2.7026725238751427e-07,2.7506634271899447e-10
1826,7.3056565789946556e-06,2.472184072692991e-07,1.2476890155964171e-10
1827,7.3912040404268605e-06,2.2966773371990712e-07,1.2476890155964171e-10
1828,7.44495400795131e-06,2.1803023741995275e-07,1.2476890155964171e-10
1829,7.449477249922763e-06,2.1031108994001052e-07,0.0
1830,7.7586530876163e-06,1.8010920501053208e-07,9.530454203598993e-11
1831,7.8903271969466e-06,1.7443440266820938e-07,9.530454203598993e-11
1832,8.255620806656744e-06,1.7081751073939294e-07,9.530454203598993e-11
1833,8.237852918162908e-06,1.7205966733919403e-07,9.530454203598993e-11
1834,8.102135130424618e-06,1.653914389570283e-07,9.530454203598993e-11
1835,8.069307308947568e-06,1.6758545281650834e-07,1.7908794288804383e-10
1836,8.137901399355282e-06,1.6408164680927128e-07,1.7908794288804383e-10
1837,7.963130233942398e-06,1.588831659254148e-07,1.6122481127922583e-10
1838,7.922764520377054e-06,1.6343501028716544e-07,2.375505585889519e-10
1839,7.694654154225386e-06,1.7401332083214323e-07,3.1333199527036216e-10
1840,7.65076155013438e-06,1.6618616882624337e-07,3.1333199527036216e-10
1841,7.561609696235142e-06,1.6185065833594437e-07,3.8330960627774857e-10
1842,7.5485234966825895e-06,1.747479529967677e-07,2.9952620542569465e-10
1843,7.53892891225405e-06,1.7581995288245317e-07,2.9952620542569465e-10
1844,7.790925402722288e-06,1.7810507253151237e-07,2.2208479499852274e-10
1845,7.867771468487003e-06,1.730911175660107e-07,1.4575904768879663e-10
1846,8.048129464961156e-06,1.6224093712935428e-07,6.997761100738638e-11
1847,8.257028314671646e-06,1.7068366072895254e-07,1.9118854118918956e-10
1848,8.541867568315606e-06,1.832862445943257e-07,1.7589860520520314e-10
1849,8.685358937197765e-06,1.888752235247791e-07,2.2963814183540876e-10
1850,8.83150577075347e-06,2.065382846337473e-07,3.245779597474804e-10
1851,8.810373791285591e-06,2.237849230368738e-07,3.710065548429802e-10
1852,9.090274163879388e-06,2.3277960638422102e-07,4.215681256461831e-10
1853,9.125702620492251e-06,2.483474759173987e-07,5.180868075819031e-10
1854,9.35045903003941e-06,2.5762811414356944e-07,3.968758774000999e-10
1855,9.293301965434303e-06,2.5784352024922033e-07,3.4218820237669993e-10
1856,9.708527613838669e-06,2.550521713828857e-07,2.8844866574649433e-10
1857,9.850231565776215e-06,2.4728231348295336e-07,2.897773013607211e-10
1858,1.010317191685317e-05,2.452225069354037e-07,3.5855573272363424e-10
1859,1.033886733888981e-05,2.55229910603053e-07,3.6892355043909626e-10
1860,1.0463400680496956e-05,2.5393739682450747e-07,2.7240486850337627e-10
1861,1.0518189940609903e-05,2.492227833629711e-07,3.288915489158788e-10
1862,1.0801481948874425e-05,2.5951054080256395e-07,3.288915489158788e-10
1863,1.0643539488747983e-05,2.547577021719657e-07,5.198430733496398e-10
1864,1.075126900624517e-05,2.603293113777129e-07,5.648599841835886e-10
1865,1.065144104878917e-05,2.6384299392897705e-07,4.938795087180584e-10
1866,1.0676672250805755e-05,2.69893379010812e-07,5.214293600072243e-10
1867,1.0847656345244364e-05,2.775073966176933e-07,8.671290193821132e-10
1868,1.0984134600481152e-05,2.8424225766749647e-07,9.002657349757978e-10
1869,1.0946419414332403e-05,2.7392556692770344e-07,9.398516211321451e-10
1870,1.1185837008399955e-05,2.8529052542580757e-07,7.911365570592973e-10
1871,1.1546782713724366e-05,2.9079387786623556e-07,6.904272550504028e-10
1872,1.186427627024906e-05,2.942759392356363e-07,8.509592633717692e-10
1873,1.188300809319896e-05,2.8956131359336723e-07,8.014887761412634e-10
1874,1.1908284510095005e-05,2.9126819965443117e-07,4.955298314536703e-10
1875,1.2283978061792108e-05,2.975636610764403e-07,5.262515264828746e-10
1876,1.2544839851865877e-05,3.173328886012834e-07,5.24997624738534e-10
1877,1.2777714800904505e-05,3.249141075554819e-07,6.225678544120277e-10
1878,1.2883039094698948e-05,3.3192811851482216e-07,6.908478749385288e-10
1879,1.2962151231477037e-05,3.397210710837888e-07,6.60658389106672e-10
1880,1.338961478073283e-05,3.5268835014384034e-07,6.545363199851804e-10
1881,1.3815567269505533e-05,3.6053199080145403e-07,7.094923953898657e-10
1882,1.3929746663572068e-05,3.6674005546696466e-07,6.21556883343263e-10
1883,1.396511756216309e-05,3.65385484916e-07,6.795927808595741e-10
1884,1.3891679632901546e-05,3.7389556999707043e-07,6.618297199960971e-10
1885,1.4010773156769574e-05,3.8635241545697294e-07,6.690667484329385e-10
1886,1.4508321328321472e-05,3.908093861225227e-07,7.979724440744716e-10
1887,1.4758978587841349e-05,3.971819069192861e-07,8.479876681796331e-10
1888,1.4993525707853092e-05,4.0558047739328427e-07,8.613022477772197e-10
1889,1.5054256956708351e-05,4.042669112485393e-07,1.0644307181704805e-09
1890,1.552843670132071e-05,4.086412397035539e-07,1.0945412830056155e-09
1891,1.5945447947680285e-05,4.014522647009601e-07,1.0493128112441597e-09
1892,1.6275001274022672e-05,3.9574709782235526e-07,9.781628641990027e-10
1893,1.6524008970009163e-05,3.9200773471748107e-07,7.438731178651839e-10
1894,1.6616399079794064e-05,3.929429591867769e-07,7.051547560151964e-10
1895,1.6855249019239898e-05,3.8493418433712835e-07,7.241706321904826e-10
1896,1.7104734329872633e-05,3.7856658455634064e-07,5.467738603151925e-10
1897,1.7468540006250676e-05,3.804637052391107e-07,4.946024344056253e-10
1898,1.7482446180240784e-05,3.871926545733524e-07,5.079781159203886e-10
1899,1.7697827518402066e-05,3.897265880173758e-07,5.54104484518092e-10
1900,1.7646581129935968e-05,3.990448525265882e-07,5.029900662645304e-10
1901,1.782854061665213e-05,3.864391382129335e-07,4.759432074642942e-10
1902,1.8374615527656196e-05,3.9752169251577083e-07,4.177891227419295e-10
1903,1.8713714650532764e-05,4.0608910012451815e-07,4.3934357144400794e-10
1904,1.879694666838207e-05,3.9734616815881705e-07,3.967440304857612e-10
1905,1.934234621460616e-05,3.878163852277794e-07,4.132812306664338e-10
1906,1.977101133629081e-05,3.783736904746807e-07,4.773615590116163e-10
1907,2.0231580752546767e-05,3.679485100097476e-07,5.032414762684567e-10
1908,2.0661761871971457e-05,3.7433987033961914e-07,5.410026058091536e-10
1909,2.0970470099460465e-05,3.5887600802197994e-07,5.134724728739215e-10
1910,2.1203095457167365e-05,3.5667243228739866e-07,5.164200832836435e-10
1911,2.1839797357513036e-05,3.6231298037949144e-07,5.685801987961473e-10
1912,2.2491858024815364e-05,3.5439554072321957e-07,5.195085909078959e-10
1913,2.3101087208488025e-05,3.4914444719496327e-07,4.0725248570286764e-10
1914,2.359601759443259e-05,3.531205144164622e-07,4.3638440876720656e-10
1915,2.3805214108766188e-05,3.461022036585096e-07,4.4524148257174545e-10
1916,2.364466568646354e-05,3.4889937085478907e-07,5.243133546376352e-10
1917,2.3865471770737452e-05,3.465727616003278e-07,5.394301592710957e-10
1918,2.378226963628549e-05,3.3792525755416136e-07,4.843230419889924e-10
1919,2.363502582219163e-05,3.460863727663569e-07,4.976953412886128e-10
1920,2.3832483358481632e-05,3.4728745796590896e-07,5.94011514579559e-10
1921,2.423359754694892e-05,3.6891669148125014e-07,6.614871111183212e-10
1922,2.459227159436393e-05,3.6454730028318796e-07,6.943374050319814e-10
1923,2.5170474795491566e-05,3.570373386147756e-07,6.230293939487755e-10
1924,2.5752699002623558e-05,3.489437006010121e-07,5.74112313245223e-10
1925,2.619886254251469e-05,3.5250868433779813e-07,6.833828820289917e-10
1926,2.6569732913880477e-05,3.5745305889836996e-07,7.728148914460625e-10
1927,2.6756704236114664e-05,3.5537611406003376e-07,7.018200941035144e-10
1928,2.7035478914123295e-05,3.179941927555774e-07,6.524999984769408e-10
1929,2.7439218424011153e-05,3.1541320514146977e-07,6.317522061038972e-10
1930,2.7907810103248005e-05,3.191061028116694e-07,6.643274938092755e-10
1931,2.862561216586203e-05,3.1971253682578596e-07,7.728824960980976e-10
1932,2.8755512175848708e-05,3.279990283187674e-07,6.821379413704928e-10
1933,2.8941567506990395e-05,3.30205332537454e-07,6.838473200408503e-10
1934,2.889518769474567e-05,3.392099106999272e-07,7.279715639820137e-10
1935,2.8708768046012017e-05,3.495638419995625e-07,7.256229506147349e-10
1936,2.8857663502484293e-05,3.5023348995569646e-07,7.335152881918613e-10
1937,2.88520246353333e-05,3.472967762263579e-07,7.416027791862234e-10
1938,2.8231089215426308e-05,3.7408339283371917e-07,7.799749734971329e-10
1939,2.8520901001424397e-05,3.6883969301015895e-07,8.073705592970271e-10
1940,2.840491392167418e-05,3.612788767830872e-07,6.70993703060547e-10
1941,2.855739980337343e-05,3.694157645181154e-07,6.138114679231168e-10
1942,2.8279141718355406e-05,3.741494936093659e-07,6.743704146692866e-10
1943,2.7767701924728628e-05,3.8061671148170717e-07,6.549806629602933e-10
1944,2.711159764398222e-05,3.9569747757793395e-07,6.600676096971522e-10
1945,2.6545478249317966e-05,3.8999331763989176e-07,5.769138718335145e-10
1946,2.595883935490357e-05,3.9590303150102303e-07,5.849723146354537e-10
1947,2.563609658474369e-05,3.985344432879044e-07,6.088499783705816e-10
1948,2.5078118466938448e-05,3.975003478119886e-07,6.562928375356389e-10
1949,2.5163185325384673e-05,4.011846093427656e-07,5.238507207381917e-10
1950,2.5055076808452475e-05,4.157414943100386e-07,5.440906177981272e-10
1951,2.4905696201520705e-05,4.4051382376762505e-07,4.988812973838463e-10
1952,2.5093267270546805e-05,4.3493229538528665e-07,6.058400725539315e-10
1953,2.4840528307582383e-05,4.505533419368086e-07,5.387887883861226e-10
1954,2.4593161080182263e-05,4.707899360515252e-07,5.616976457369281e-10
1955,2.441775541228708e-05,4.892196443506691e-07,4.880861498698533e-10
1956,2.3856449323440237e-05,4.964235894736444e-07,5.518880223852132e-10
1957,2.3470967270051396e-05,5.064105193598932e-07,5.310067772395272e-10
1958,2.3105631303873713e-05,4.983242831713142e-07,6.003775641321469e-10
1959,2.2521498457146144e-05,5.242409234337433e-07,3.920962086757994e-10
1960,2.2074584973909494e-05,5.610682316208633e-07,3.975826939498336e-10
1961,2.161202818180235e-05,6.099671736592427e-07,3.362584793942247e-10
1962,2.0912170709509936e-05,6.288415111807158e-07,3.378752436563762e-10
1963,2.0231160046283287e-05,6.880975027862795e-07,2.768749217991433e-10
1964,1.9451678391695687e-05,7.462448365913588e-07,2.311429123499512e-10
1965,1.8912468866411863e-05,8.254920008507074e-07,1.2975499444741904e-10
1966,1.822164943275441e-05,9.006185531948827e-07,1.2725412687883012e-10
1967,1.7644882193833056e-05,1.030327812908841e-06,1.5030179977599493e-10
1968,1.727234121062793e-05,1.1880365734993705e-06,1.833289393309607e-10
1969,1.7004652233611394e-05,1.4378451364141905e-06,1.6170055671433607e-10
1970,1.6825437601905185e-05,1.6448194141308444e-06,1.7697087941906783e-10
1971,1.683239159839494e-05,1.8585293446449214e-06,1.6793515982589062e-10
1972,1.6646793613160427e-05,2.0937045844350777e-06,1.5900044178110814e-10
1973,1.6786506811123608e-05,2.3493520789738146e-06,2.327483364769226e-10
1974,1.6844315073935183e-05,2.5384925785536846e-06,2.3740996073812985e-10
1975,1.675577576471759e-05,2.772200722184997e-06,2.17455751818006e-10
1976,1.667555469404241e-05,2.893377151329852e-06,2.6473388263305505e-10
1977,1.667747918483136e-05,3.166927724253453e-06,2.938671339999413e-10
1978,1.670098988272782e-05,3.3906583537048263e-06,3.4203573306967883e-10
1979,1.666712757599141e-05,3.666757655602331e-06,3.495956896986436e-10
1980,1.6606201565342156e-05,3.847172755350974e-06,3.297493429104443e-10
1981,1.6619927399525685e-05,3.9897201661785535e-06,3.647921092182165e-10
1982,1.6742198567953892e-05,4.21986000479332e-06,3.701095898010566e-10
1983,1.6767716910440606e-05,4.360997731315105e-06,4.100871507452451e-10
1984,1.667577115378143e-05,4.5395410909675e-06,3.899794257363912e-10
1985,1.6573845641687512e-05,4.721194467752607e-06,4.196688274671345e-10
1986,1.652855904207432e-05,4.684654348758548e-06,4.724989724877052e-10
1987,1.6274819634937948e-05,4.78676344885441e-06,4.63304093502513e-10
1988,1.6029032719546065e-05,4.849031743755664e-06,4.556218180518101e-10
1989,1.5596629184853684e-05,4.77491838475024e-06,5.12451989572885e-10
1990,1.5347840807018137e-05,4.854509370488813e-06,4.894514991717256e-10
1991,1.514230890669361e-05,4.704422735812841e-06,5.307484253678853e-10
1992,1.4906293992161019e-05,4.708021346492128e-06,5.075629876711523e-10
1993,1.4662130914595245e-05,4.999529794856374e-06,4.964496750200656e-10
1994,1.4606565595646056e-05,4.992134043797185e-06,5.274906265752475e-10
1995,1.4521613853243512e-05,5.209570125381495e-06,4.959550349768551e-10
1996,1.4534279606388217e-05,5.37660058138759e-06,4.5359315906498155e-10
1997,1.4449324226006866e-05,5.337378037698467e-06,4.1487621671443264e-10
1998,1.4342960379768296e-05,5.4623088934541945e-06,3.525868783446232e-10
1999,1.4193903682878175e-05,5.4919169737591545e-06,3.106563914842145e-10
2000,1.4210361249362385e-05,5.525324013433419e-06,2.6826144480399504e-10
2001,1.4132981959846802e-05,5.646475593883744e-06,2.1414513416497171e-10
2002,1.4087802810536232e-05,5.517122644960182e-06,1.962779859278539e-10
2003,1.3983971257403027e-05,5.354614326539117e-06,2.811171454350106e-10
2004,1.3975320533583207e-05,5.365366567795198e-06,2.6678818479794076e-10
2005,1.420175937840083e-05,5.181867501440658e-06,2.6852000186864243e-10
2006,1.4602054371997447e-05,4.9588048308838296e-06,2.622667420539214e-10
2007,1.5152569695991197e-05,4.505181193183359e-06,2.8425958412522535e-10
2008,1.58931230284257e-05,4.271206275266845e-06,2.6970844208789353e-10
2009,1.6556531071338603e-05,4.347048648664245e-06,2.4701435118576077e-10
2010,1.714027257548878e-05,4.256727054650712e-06,1.2624870816427666e-10
2011,1.7579209400407437e-05,4.1558462271495955e-06,1.0606252409078071e-10
2012,1.783943922159129e-05,4.0753796903507985e-06,9.723912969471029e-11
2013,1.7753932947276292e-05,4.320315968340895e-06,8.715043542979156e-11
2014,1.730795819249969e-05,4.684206585027693e-06,4.958030588269364e-11
2015,1.6844904296574115e-05,4.743049073242998e-06,3.370706665173362e-11
2016,1.655171256840861e-05,4.417183780398253e-06,2.955838748367309e-11
2017,1.635389905156141e-05,4.473291483009234e-06,2.4932361152492828e-11
2018,1.620057755644666e-05,4.584458929457469e-06,2.991883338299139e-11
2019,1.5948669670251547e-05,4.86591324033725e-06,9.36428972558856e-12
