ngram,thanks,thnks,thaks,thankss
1500,2.3390674641632359e-07,0.0,0.0,0.0
1501,1.8712539713305886e-07,0.0,0.0,0.0
1502,3.3164868303477607e-07,0.0,0.0,0.0
1503,9.208937042006124e-06,0.0,0.0,0.0
1504,1.8335678337929755e-05,0.0,0.0,0.0
1505,1.9598333730235546e-05,0.0,0.0,0.0
1506,1.9598333730235546e-05,0.0,0.0,0.0
1507,1.9598333730235546e-05,0.0,0.0,0.0
1508,1.9598333730235546e-05,0.0,0.0,0.0
1509,1.9447724428443636e-05,0.0,0.0,0.0
1510,1.0523057686181606e-05,0.0,0.0,0.0
1511,1.2626553923057924e-06,0.0,0.0,0.0
1512,0.0,0.0,0.0,0.0
1513,0.0,0.0,0.0,0.0
1514,1.3426074084626244e-05,0.0,0.0,0.0
1515,1.3426074084626244e-05,0.0,0.0,0.0
1516,1.3426074084626244e-05,0.0,0.0,0.0
1517,1.4488627649760538e-05,0.0,0.0,0.0
1518,1.4488627649760538e-05,0.0,0.0,0.0
1519,1.4488627649760538e-05,0.0,0.0,0.0
1520,1.687191875784525e-05,0.0,0.0,0.0
1521,3.445844673219004e-06,0.0,0.0,0.0
1522,1.614087211367275e-05,0.0,0.0,0.0
1523,1.860505212139937e-05,0.0,0.0,0.0
1524,1.7542498556265074e-05,0.0,0.0,0.0
1525,1.7542498556265074e-05,0.0,0.0,0.0
1526,2.5170292376839954e-05,0.0,0.0,0.0
1527,2.2787001268755246e-05,0.0,0.0,0.0
1528,2.2787001268755246e-05,0.0,0.0,0.0
1529,1.0091973828301498e-05,0.0,0.0,0.0
1530,7.62779382057488e-06,0.0,0.0,0.0
1531,7.62779382057488e-06,0.0,0.0,0.0
1532,7.62779382057488e-06,0.0,0.0,0.0
1533,0.0,0.0,0.0,0.0
1534,0.0,0.0,0.0,0.0
1535,9.412739018443972e-06,0.0,0.0,0.0
1536,9.412739018443972e-06,0.0,0.0,0.0
1537,9.412739018443972e-06,0.0,0.0,0.0
1538,9.412739018443972e-06,0.0,0.0,0.0
1539,9.412739018443972e-06,0.0,0.0,0.0
1540,9.412739018443972e-06,0.0,0.0,0.0
1541,9.412739018443972e-06,0.0,0.0,0.0
1542,1.5046463366681046e-06,0.0,0.0,0.0
1543,1.5046463366681046e-06,0.0,0.0,0.0
1544,8.738102483870794e-06,0.0,0.0,0.0
1545,1.061354318413318e-05,0.0,0.0,0.0
1546,1.1732367966033053e-05,0.0,0.0,0.0
1547,1.1732367966033053e-05,0.0,0.0,0.0
1548,1.2326851836925406e-05,0.0,0.0,0.0
1549,2.0523467420779135e-05,0.0,0.0,0.0
1550,2.2144504522917225e-05,0.0,0.0,0.0
1551,1.4911048375714537e-05,0.0,0.0,0.0
1552,2.7457827919923667e-05,0.0,0.0,0.0
1553,2.6339003138023793e-05,0.0,0.0,0.0
1554,2.6339003138023793e-05,0.0,0.0,0.0
1555,2.874944428705411e-05,0.0,0.0,0.0
1556,2.1129934923789862e-05,0.0,0.0,0.0
1557,1.950889782165177e-05,0.0,0.0,0.0
1558,2.019094647818877e-05,0.0,0.0,0.0
1559,1.4364842952220766e-05,0.0,0.0,0.0
1560,1.9300435789253762e-05,0.0,0.0,0.0
1561,1.9300435789253762e-05,0.0,0.0,0.0
1562,1.807322535439328e-05,0.0,0.0,0.0
1563,1.6446094507825493e-05,0.0,0.0,0.0
1564,1.6446094507825493e-05,0.0,0.0,0.0
1565,1.5764045851288495e-05,0.0,0.0,0.0
1566,7.1679291327849825e-06,0.0,0.0,0.0
1567,7.009117325651459e-06,0.0,0.0,0.0
1568,7.009117325651459e-06,0.0,0.0,0.0
1569,8.20222404789612e-06,0.0,0.0,0.0
1570,9.258614617075572e-06,0.0,0.0,0.0
1571,9.258614617075572e-06,0.0,0.0,0.0
1572,1.4458222332385568e-05,0.0,0.0,0.0
1573,1.5716631683712228e-05,0.0,0.0,0.0
1574,1.6386966178418205e-05,0.0,0.0,0.0
1575,1.8901525436376687e-05,0.0,0.0,0.0
1576,1.863478675139569e-05,0.0,0.0,0.0
1577,1.7123774471526432e-05,0.0,0.0,0.0
1578,2.6037559499465196e-05,0.0,0.0,0.0
1579,2.277821619957519e-05,0.0,0.0,0.0
1580,2.1519806848248534e-05,0.0,0.0,0.0
1581,1.9632535700761116e-05,0.0,5.933073745317026e-07,0.0
1582,2.088880877896112e-05,0.0,5.933073745317026e-07,0.0
1583,2.082815041960982e-05,0.0,5.933073745317026e-07,0.0
1584,2.172726200504777e-05,0.0,5.933073745317026e-07,0.0
1585,1.4323221681219625e-05,0.0,5.933073745317026e-07,0.0
1586,1.382074495787882e-05,0.0,5.933073745317026e-07,0.0
1587,1.7973699673997805e-05,0.0,9.393869342082845e-07,0.0
1588,2.1778419522888726e-05,0.0,3.46079559676582e-07,0.0
1589,2.0248304865942502e-05,0.0,3.46079559676582e-07,0.0
1590,1.916473443738401e-05,0.0,3.46079559676582e-07,0.0
1591,2.2796691674947006e-05,0.0,3.46079559676582e-07,0.0
1592,2.665969285382224e-05,0.0,3.46079559676582e-07,0.0
1593,2.8794332787843553e-05,0.0,3.46079559676582e-07,0.0
1594,2.7994009672381382e-05,0.0,0.0,0.0
1595,2.2883430834294165e-05,0.0,0.0,0.0
1596,2.3798986668615335e-05,0.0,0.0,0.0
1597,2.453931249744658e-05,0.0,0.0,0.0
1598,2.102562374212929e-05,0.0,0.0,0.0
1599,1.694990045767294e-05,0.0,0.0,0.0
1600,1.955482580992144e-05,0.0,0.0,0.0
1601,1.9522699858498527e-05,0.0,0.0,0.0
1602,2.0713938088842303e-05,0.0,0.0,0.0
1603,2.1266655689292486e-05,0.0,0.0,0.0
1604,5.3701621189767525e-05,0.0,0.0,0.0
1605,5.650709551576126e-05,0.0,0.0,0.0
1606,6.201688198156521e-05,0.0,0.0,0.0
1607,5.658602607841853e-05,0.0,0.0,0.0
1608,6.065359171511123e-05,0.0,0.0,0.0
1609,5.852908589076833e-05,0.0,0.0,0.0
1610,5.762395650370828e-05,0.0,0.0,0.0
1611,2.3810521854881828e-05,0.0,0.0,0.0
1612,2.267767474352565e-05,0.0,0.0,0.0
1613,1.810821251118406e-05,0.0,0.0,0.0
1614,1.8680154425965156e-05,0.0,0.0,0.0
1615,1.814906149125558e-05,0.0,0.0,0.0
1616,1.9711739956359713e-05,0.0,0.0,0.0
1617,2.1231824965590412e-05,0.0,0.0,0.0
1618,2.5233971168095843e-05,0.0,0.0,0.0
1619,2.78330856287669e-05,0.0,0.0,0.0
1620,2.750977819232503e-05,0.0,0.0,0.0
1621,2.958128113407708e-05,0.0,0.0,0.0
1622,3.2573079546896876e-05,0.0,0.0,0.0
1623,3.3461482027113174e-05,0.0,0.0,0.0
1624,3.182551465995077e-05,0.0,0.0,0.0
1625,2.8562951748816496e-05,0.0,0.0,0.0
1626,2.7636644387842223e-05,0.0,0.0,0.0
1627,3.0036431131260804e-05,0.0,0.0,0.0
1628,2.8087744924830205e-05,0.0,0.0,0.0
1629,2.442866895892491e-05,0.0,0.0,0.0
1630,2.21231031381259e-05,0.0,0.0,0.0
1631,2.0908803370340528e-05,0.0,0.0,0.0
1632,2.217954585960667e-05,0.0,0.0,0.0
1633,1.959893779712729e-05,0.0,0.0,0.0
1634,1.6025620620244547e-05,0.0,0.0,0.0
1635,1.8453391476214165e-05,0.0,0.0,0.0
1636,1.4261112028179923e-05,0.0,0.0,0.0
1637,2.2159375410930287e-05,0.0,0.0,0.0
1638,2.3446432416156832e-05,0.0,1.3467007420331356e-07,0.0
1639,2.3629205250992008e-05,0.0,1.3467007420331356e-07,0.0
1640,2.2977887510933215e-05,0.0,1.3467007420331356e-07,0.0
1641,2.5044316706563613e-05,0.0,1.3467007420331356e-07,0.0
1642,2.6248932304692323e-05,0.0,1.3467007420331356e-07,0.0
1643,2.587731497832075e-05,0.0,1.3467007420331356e-07,0.0
1644,2.0179277401309393e-05,0.0,1.3467007420331356e-07,0.0
1645,2.2281106924180805e-05,0.0,0.0,0.0
1646,2.2087711710940183e-05,0.0,0.0,0.0
1647,2.5742918426528506e-05,0.0,0.0,0.0
1648,2.600787917929535e-05,0.0,0.0,0.0
1649,2.3359298081361756e-05,0.0,0.0,0.0
1650,2.726743150560651e-05,0.0,0.0,0.0
1651,2.8545982266743003e-05,0.0,0.0,0.0
1652,2.8916527558716814e-05,0.0,0.0,0.0
1653,3.006540568354207e-05,0.0,0.0,0.0
1654,2.9303179482147762e-05,0.0,0.0,0.0
1655,3.111193629073179e-05,0.0,0.0,0.0
1656,3.344414523910798e-05,0.0,0.0,0.0
1657,3.347109434668839e-05,0.0,0.0,0.0
1658,3.270810442960023e-05,0.0,0.0,0.0
1659,3.7028646537302325e-05,0.0,0.0,0.0
1660,3.720761898356224e-05,0.0,0.0,0.0
1661,3.802109910923589e-05,0.0,0.0,0.0
1662,3.8012426687471035e-05,0.0,0.0,0.0
1663,3.699977034037667e-05,0.0,0.0,0.0
1664,3.674478648463264e-05,0.0,0.0,0.0
1665,3.803012727335694e-05,0.0,0.0,0.0
1666,3.2271571399178356e-05,0.0,0.0,0.0
1667,3.2306012664256354e-05,0.0,3.245231588217783e-08,0.0
1668,3.250028333111134e-05,0.0,3.245231588217783e-08,0.0
1669,3.263063367090321e-05,0.0,3.245231588217783e-08,0.0
1670,3.588151957956143e-05,0.0,3.245231588217783e-08,0.0
1671,3.46821871062275e-05,0.0,3.245231588217783e-08,0.0
1672,3.295411806902848e-05,0.0,3.245231588217783e-08,0.0
1673,3.43797658258284e-05,0.0,3.245231588217783e-08,0.0
1674,3.536600498981508e-05,0.0,0.0,0.0
1675,3.754126997331956e-05,0.0,0.0,0.0
1676,3.6962427007633126e-05,0.0,0.0,0.0
1677,3.597885682081271e-05,3.35861979497817e-08,0.0,0.0
1678,3.782793958505083e-05,3.35861979497817e-08,0.0,0.0
1679,4.0502600313629955e-05,3.35861979497817e-08,0.0,0.0
1680,4.214248578396759e-05,3.35861979497817e-08,0.0,0.0
1681,4.069881080275601e-05,3.35861979497817e-08,0.0,0.0
1682,3.6959623685106635e-05,3.35861979497817e-08,0.0,0.0
1683,3.624342727042469e-05,3.35861979497817e-08,0.0,0.0
1684,3.511150186698485e-05,0.0,0.0,0.0
1685,3.263125186744479e-05,0.0,0.0,0.0
1686,3.17155117954826e-05,0.0,0.0,0.0
1687,2.753288676363549e-05,0.0,0.0,0.0
1688,2.7433943094885243e-05,0.0,0.0,0.0
1689,2.728121814600724e-05,0.0,0.0,0.0
1690,3.001271397806704e-05,2.0770290884034433e-08,0.0,0.0
1691,2.772611151158344e-05,2.0770290884034433e-08,0.0,0.0
1692,2.775357903114387e-05,2.0770290884034433e-08,0.0,0.0
1693,2.4355897039640695e-05,2.0770290884034433e-08,0.0,0.0
1694,2.4165217317723936e-05,2.0770290884034433e-08,0.0,0.0
1695,2.2608843469892497e-05,2.0770290884034433e-08,0.0,0.0
1696,2.1325097675019477e-05,3.651623663764829e-08,0.0,0.0
1697,1.791330240458982e-05,1.5745945753613862e-08,0.0,0.0
1698,1.684447761363117e-05,1.5745945753613862e-08,0.0,0.0
1699,1.5511150845018813e-05,1.5745945753613862e-08,0.0,0.0
1700,1.6634088361960104e-05,1.5745945753613862e-08,0.0,0.0
1701,1.6060780581028666e-05,1.5745945753613862e-08,0.0,0.0
1702,1.5891349903540686e-05,1.5745945753613862e-08,0.0,0.0
1703,1.7227691777017234e-05,0.0,0.0,0.0
1704,1.7059080034544293e-05,0.0,0.0,0.0
1705,2.05346645348722e-05,0.0,0.0,0.0
1706,2.207537402552719e-05,0.0,0.0,0.0
1707,2.165912324666611e-05,0.0,0.0,0.0
1708,2.1259506086477942e-05,0.0,0.0,0.0
1709,2.3346489927332315e-05,0.0,0.0,0.0
1710,2.374901123403106e-05,0.0,0.0,0.0
1711,2.2528631754019962e-05,0.0,0.0,0.0
1712,1.909280295616814e-05,0.0,0.0,0.0
1713,2.1851722652042683e-05,1.0818015182069627e-08,0.0,0.0
1714,2.19829902822052e-05,1.0818015182069627e-08,0.0,0.0
1715,2.3899262097464608e-05,1.0818015182069627e-08,0.0,0.0
1716,2.321991528983095e-05,1.0818015182069627e-08,0.0,0.0
1717,2.1818660700643833e-05,1.0818015182069627e-08,0.0,0.0
1718,2.2743178435900647e-05,1.0818015182069627e-08,0.0,0.0
1719,2.27657999078344e-05,1.0818015182069627e-08,0.0,0.0
1720,1.8634398137302404e-05,0.0,0.0,0.0
1721,1.7369084941622403e-05,0.0,0.0,0.0
1722,1.509754994393526e-05,0.0,0.0,0.0
1723,1.4164636793014194e-05,0.0,0.0,0.0
1724,1.2817341225205123e-05,0.0,0.0,0.0
1725,1.2269529049392855e-05,0.0,0.0,0.0
1726,1.5198536467713503e-05,0.0,0.0,3.19374911279218e-08
1727,1.4414061817140983e-05,0.0,0.0,3.19374911279218e-08
1728,1.4451494540220925e-05,0.0,0.0,3.19374911279218e-08
1729,1.4840746838932059e-05,0.0,0.0,3.19374911279218e-08
1730,1.642338715360633e-05,0.0,0.0,3.19374911279218e-08
1731,1.7631203653374022e-05,0.0,0.0,3.19374911279218e-08
1732,1.756289540415829e-05,0.0,0.0,3.19374911279218e-08
1733,1.5168414522902043e-05,0.0,0.0,0.0
1734,1.64231000131362e-05,0.0,0.0,0.0
1735,1.700825487205293e-05,0.0,0.0,0.0
1736,1.8061682047638377e-05,0.0,0.0,0.0
1737,1.6812977264635265e-05,0.0,0.0,0.0
1738,2.144289932662754e-05,5.491816271582398e-09,0.0,0.0
1739,2.266602742955521e-05,5.491816271582398e-09,0.0,0.0
1740,2.2640985012653152e-05,5.491816271582398e-09,0.0,0.0
1741,2.1585701558381387e-05,5.491816271582398e-09,0.0,5.9413507764410105e-09
1742,2.597342907912597e-05,5.491816271582398e-09,0.0,5.9413507764410105e-09
1743,2.54423612204846e-05,5.491816271582398e-09,0.0,5.9413507764410105e-09
1744,2.644002363792554e-05,5.491816271582398e-09,0.0,5.9413507764410105e-09
1745,2.187184717123663e-05,0.0,0.0,5.9413507764410105e-09
1746,2.1151482932119897e-05,0.0,0.0,5.9413507764410105e-09
1747,2.160460488604648e-05,0.0,0.0,5.9413507764410105e-09
1748,2.2694536970188244e-05,0.0,0.0,0.0
1749,1.8389585160808304e-05,0.0,0.0,0.0
1750,1.948891648290945e-05,0.0,0.0,0.0
1751,1.9442944903858006e-05,0.0,0.0,0.0
1752,2.0200540218086515e-05,0.0,0.0,0.0
1753,2.1603859360246653e-05,0.0,0.0,0.0
1754,2.2112853652548177e-05,0.0,0.0,0.0
1755,2.345876860739996e-05,0.0,0.0,0.0
1756,2.4819933969411068e-05,0.0,0.0,0.0
1757,2.5882574326325475e-05,0.0,0.0,0.0
1758,2.584358896586179e-05,0.0,0.0,0.0
1759,2.6990318084634574e-05,0.0,0.0,0.0
1760,2.764352861309557e-05,0.0,0.0,0.0
1761,2.7840714860108813e-05,0.0,0.0,0.0
1762,2.7912109414631103e-05,0.0,0.0,0.0
1763,2.882783597410058e-05,0.0,0.0,0.0
1764,2.8833619580836967e-05,0.0,0.0,0.0
1765,3.032469820547184e-05,0.0,0.0,0.0
1766,3.100638033564402e-05,0.0,0.0,0.0
1767,3.119127800995817e-05,0.0,0.0,0.0
1768,3.291372377134394e-05,0.0,0.0,0.0
1769,3.3226219394626764e-05,0.0,0.0,0.0
1770,3.253769318689592e-05,0.0,0.0,0.0
1771,3.273519307965346e-05,0.0,0.0,0.0
1772,3.239534297400886e-05,0.0,0.0,0.0
1773,3.183663180347399e-05,0.0,0.0,2.5951908558649197e-09
1774,3.0700415663886815e-05,0.0,0.0,2.5951908558649197e-09
1775,3.057233854113812e-05,0.0,0.0,2.5951908558649197e-09
1776,3.0448188876367306e-05,0.0,0.0,2.5951908558649197e-09
1777,3.0995512653524724e-05,0.0,0.0,2.5951908558649197e-09
1778,3.043920332856942e-05,0.0,0.0,2.5951908558649197e-09
1779,3.104197224144757e-05,0.0,0.0,2.5951908558649197e-09
1780,3.0515087148939658e-05,0.0,0.0,0.0
1781,3.326245444311228e-05,0.0,0.0,0.0
1782,3.335878708250155e-05,0.0,0.0,0.0
1783,3.3522825625758355e-05,2.174599040521181e-09,0.0,0.0
1784,3.2948407221868236e-05,2.174599040521181e-09,0.0,0.0
1785,3.281466498655001e-05,2.174599040521181e-09,0.0,0.0
1786,3.1260248631172415e-05,2.174599040521181e-09,0.0,0.0
1787,3.209159798903524e-05,2.174599040521181e-09,0.0,0.0
1788,3.0007404867709348e-05,2.174599040521181e-09,2.6131041457639573e-09,0.0
1789,2.9409695603784973e-05,2.174599040521181e-09,2.6131041457639573e-09,0.0
1790,2.877261561349899e-05,0.0,2.6131041457639573e-09,0.0
1791,3.0004181358630637e-05,1.0859662375699892e-09,2.6131041457639573e-09,0.0
1792,3.07625448060987e-05,1.0859662375699892e-09,2.6131041457639573e-09,0.0
1793,3.150100357223502e-05,1.0859662375699892e-09,2.6131041457639573e-09,0.0
1794,3.142695978957428e-05,1.0859662375699892e-09,2.6131041457639573e-09,0.0
1795,3.099766243914408e-05,1.0859662375699892e-09,0.0,0.0
1796,3.134612234134693e-05,1.0859662375699892e-09,0.0,0.0
1797,3.14011379357128e-05,1.0859662375699892e-09,0.0,0.0
1798,3.114661246529847e-05,0.0,0.0,0.0
1799,3.123758220421483e-05,0.0,0.0,0.0
1800,3.06945299338882e-05,4.116639093102289e-10,0.0,0.0
1801,3.093538387994548e-05,4.116639093102289e-10,0.0,0.0
1802,3.235882312375387e-05,4.116639093102289e-10,0.0,4.341267980022069e-10
1803,3.303263188822062e-05,4.116639093102289e-10,0.0,4.341267980022069e-10
1804,3.353673907570608e-05,4.116639093102289e-10,0.0,4.341267980022069e-10
1805,3.395990149458937e-05,4.116639093102289e-10,2.5967750172384285e-10,4.341267980022069e-10
1806,3.413383014308887e-05,6.702140112732227e-10,2.5967750172384285e-10,4.341267980022069e-10
1807,3.4727827109496244e-05,2.5855010196299387e-10,6.781199570125653e-10,4.341267980022069e-10
1808,3.5055186474762324e-05,2.5855010196299387e-10,6.781199570125653e-10,9.048531765135489e-10
1809,3.598028342821635e-05,2.5855010196299387e-10,6.781199570125653e-10,4.70726378511342e-10
1810,3.57896600949711e-05,2.5855010196299387e-10,6.781199570125653e-10,4.70726378511342e-10
1811,3.710575037985109e-05,2.5855010196299387e-10,6.781199570125653e-10,1.1738782009932232e-09
1812,3.676071251642757e-05,2.5855010196299387e-10,4.184424552887224e-10,1.6512947200096407e-09
1813,3.684175836886945e-05,0.0,4.184424552887224e-10,1.6512947200096407e-09
1814,3.720485359995759e-05,0.0,0.0,1.6512947200096407e-09
1815,3.7329854032058006e-05,1.9314070977470366e-10,0.0,1.3737090512730025e-09
1816,3.5482410696983736e-05,3.8331342861701907e-10,0.0,1.3737090512730025e-09
1817,3.5200174741995784e-05,3.8331342861701907e-10,0.0,1.7164041933779929e-09
1818,3.4052783770935745e-05,3.8331342861701907e-10,0.0,1.192287237193414e-09
1819,3.3821641149448366e-05,3.8331342861701907e-10,0.0,7.148707181769964e-10
1820,3.322849858834941e-05,3.8331342861701907e-10,0.0,8.622676541035292e-10
1821,3.257656966785102e-05,3.8331342861701907e-10,1.2855425454308796e-10,1.1193761631897052e-09
1822,3.1889600774905246e-05,1.901727188423154e-10,1.2855425454308796e-10,1.0510043549746432e-09
1823,3.192889614313442e-05,1.4046276840064464e-10,5.499425756053508e-10,1.1914671233752878e-09
1824,3.15814462997618e-05,1.4046276840064464e-10,5.499425756053508e-10,8.487719812702973e-10
1825,3.140341089290034e-05,1.4046276840064464e-10,2.069344195998468e-09,6.69737114972995e-10
1826,3.0442073174136957e-05,1.4046276840064464e-10,2.1878424389625603e-09,6.69737114972995e-10
1827,3.0348119772887522e-05,1.4046276840064464e-10,2.1878424389625603e-09,8.360519974738776e-10
1828,3.0076332872600426e-05,1.4046276840064464e-10,2.059288184419472e-09,5.789434883877017e-10
1829,2.8217694177458596e-05,2.8101132532043493e-10,2.059288184419472e-09,4.5417458682806e-10
1830,2.792405679688922e-05,2.3585309895578025e-10,1.6378998633572094e-09,5.043209024993952e-10
1831,2.7256175599177368e-05,2.3585309895578025e-10,1.7307945235752901e-09,5.97215562717476e-10
1832,2.6575727523387676e-05,3.2100255786815524e-10,4.668412799192976e-10,5.97215562717476e-10
1833,2.6779619085053647e-05,5.684373448135358e-10,3.483430369552057e-10,5.97215562717476e-10
1834,2.670891288809279e-05,5.684373448135358e-10,3.483430369552057e-10,2.8350374429006054e-10
1835,2.6743899849991847e-05,6.522207456655898e-10,5.996932474415319e-10,2.8350374429006054e-10
1836,2.8229434194924708e-05,5.116721887457995e-10,5.996932474415319e-10,5.086872827726146e-10
1837,2.8569715401057954e-05,4.938090571369815e-10,7.545760682958758e-10,3.180781987006347e-10
