ngram,Illinois Tool Works,Illinois Tool Work,Ilinois Tool Works
1500,0.0,0.0,0.0
1501,0.0,0.0,0.0
1502,0.0,0.0,0.0
1503,0.0,0.0,0.0
1504,0.0,0.0,0.0
1505,0.0,0.0,0.0
1506,0.0,0.0,0.0
1507,0.0,0.0,0.0
1508,0.0,0.0,0.0
1509,0.0,0.0,0.0
1510,0.0,0.0,0.0
1511,0.0,0.0,0.0
1512,0.0,0.0,0.0
1513,0.0,0.0,0.0
1514,0.0,0.0,0.0
1515,0.0,0.0,0.0
1516,0.0,0.0,0.0
1517,0.0,0.0,0.0
1518,0.0,0.0,0.0
1519,0.0,0.0,0.0
1520,0.0,0.0,0.0
1521,0.0,0.0,0.0
1522,0.0,0.0,0.0
1523,0.0,0.0,0.0
1524,0.0,0.0,0.0
1525,0.0,0.0,0.0
1526,0.0,0.0,0.0
1527,0.0,0.0,0.0
1528,0.0,0.0,0.0
1529,0.0,0.0,0.0
1530,0.0,0.0,0.0
1531,0.0,0.0,0.0
1532,0.0,0.0,0.0
1533,0.0,0.0,0.0
1534,0.0,0.0,0.0
1535,0.0,0.0,0.0
1536,0.0,0.0,0.0
1537,0.0,0.0,0.0
1538,0.0,0.0,0.0
1539,0.0,0.0,0.0
1540,0.0,0.0,0.0
1541,0.0,0.0,0.0
1542,0.0,0.0,0.0
1543,0.0,0.0,0.0
1544,0.0,0.0,0.0
1545,0.0,0.0,0.0
1546,0.0,0.0,0.0
1547,0.0,0.0,0.0
1548,0.0,0.0,0.0
1549,0.0,0.0,0.0
1550,0.0,0.0,0.0
1551,0.0,0.0,0.0
1552,0.0,0.0,0.0
1553,0.0,0.0,0.0
1554,0.0,0.0,0.0
1555,0.0,0.0,0.0
1556,0.0,0.0,0.0
1557,0.0,0.0,0.0
1558,0.0,0.0,0.0
1559,0.0,0.0,0.0
1560,0.0,0.0,0.0
1561,0.0,0.0,0.0
1562,0.0,0.0,0.0
1563,0.0,0.0,0.0
1564,0.0,0.0,0.0
1565,0.0,0.0,0.0
1566,0.0,0.0,0.0
1567,0.0,0.0,0.0
1568,0.0,0.0,0.0
1569,0.0,0.0,0.0
1570,0.0,0.0,0.0
1571,0.0,0.0,0.0
1572,0.0,0.0,0.0
1573,0.0,0.0,0.0
1574,0.0,0.0,0.0
1575,0.0,0.0,0.0
1576,0.0,0.0,0.0
1577,0.0,0.0,0.0
1578,0.0,0.0,0.0
1579,0.0,0.0,0.0
1580,0.0,0.0,0.0
1581,0.0,0.0,0.0
1582,0.0,0.0,0.0
1583,0.0,0.0,0.0
1584,0.0,0.0,0.0
1585,0.0,0.0,0.0
1586,0.0,0.0,0.0
1587,0.0,0.0,0.0
1588,0.0,0.0,0.0
1589,0.0,0.0,0.0
1590,0.0,0.0,0.0
1591,0.0,0.0,0.0
1592,0.0,0.0,0.0
1593,0.0,0.0,0.0
1594,0.0,0.0,0.0
1595,0.0,0.0,0.0
1596,0.0,0.0,0.0
1597,0.0,0.0,0.0
1598,0.0,0.0,0.0
1599,0.0,0.0,0.0
1600,0.0,0.0,0.0
1601,0.0,0.0,0.0
1602,0.0,0.0,0.0
1603,0.0,0.0,0.0
1604,0.0,0.0,0.0
1605,0.0,0.0,0.0
1606,0.0,0.0,0.0
1607,0.0,0.0,0.0
1608,0.0,0.0,0.0
1609,0.0,0.0,0.0
1610,0.0,0.0,0.0
1611,0.0,0.0,0.0
1612,0.0,0.0,0.0
1613,0.0,0.0,0.0
1614,0.0,0.0,0.0
1615,0.0,0.0,0.0
1616,0.0,0.0,0.0
1617,0.0,0.0,0.0
1618,0.0,0.0,0.0
1619,0.0,0.0,0.0
1620,0.0,0.0,0.0
1621,0.0,0.0,0.0
1622,0.0,0.0,0.0
1623,0.0,0.0,0.0
1624,0.0,0.0,0.0
1625,0.0,0.0,0.0
1626,0.0,0.0,0.0
1627,0.0,0.0,0.0
1628,0.0,0.0,0.0
1629,0.0,0.0,0.0
1630,0.0,0.0,0.0
1631,0.0,0.0,0.0
1632,0.0,0.0,0.0
1633,0.0,0.0,0.0
1634,0.0,0.0,0.0
1635,0.0,0.0,0.0
1636,0.0,0.0,0.0
1637,0.0,0.0,0.0
1638,0.0,0.0,0.0
1639,0.0,0.0,0.0
1640,0.0,0.0,0.0
1641,0.0,0.0,0.0
1642,0.0,0.0,0.0
1643,0.0,0.0,0.0
1644,0.0,0.0,0.0
1645,0.0,0.0,0.0
1646,0.0,0.0,0.0
1647,0.0,0.0,0.0
1648,0.0,0.0,0.0
1649,0.0,0.0,0.0
1650,0.0,0.0,0.0
1651,0.0,0.0,0.0
1652,0.0,0.0,0.0
1653,0.0,0.0,0.0
1654,0.0,0.0,0.0
1655,0.0,0.0,0.0
1656,0.0,0.0,0.0
1657,0.0,0.0,0.0
1658,0.0,0.0,0.0
1659,0.0,0.0,0.0
1660,0.0,0.0,0.0
1661,0.0,0.0,0.0
1662,0.0,0.0,0.0
1663,0.0,0.0,0.0
1664,0.0,0.0,0.0
1665,0.0,0.0,0.0
1666,0.0,0.0,0.0
1667,0.0,0.0,0.0
1668,0.0,0.0,0.0
1669,0.0,0.0,0.0
1670,0.0,0.0,0.0
1671,0.0,0.0,0.0
1672,0.0,0.0,0.0
1673,0.0,0.0,0.0
1674,0.0,0.0,0.0
1675,0.0,0.0,0.0
1676,0.0,0.0,0.0
1677,0.0,0.0,0.0
1678,0.0,0.0,0.0
1679,0.0,0.0,0.0
1680,0.0,0.0,0.0
1681,0.0,0.0,0.0
1682,0.0,0.0,0.0
1683,0.0,0.0,0.0
1684,0.0,0.0,0.0
1685,0.0,0.0,0.0
1686,0.0,0.0,0.0
1687,0.0,0.0,0.0
1688,0.0,0.0,0.0
1689,0.0,0.0,0.0
1690,0.0,0.0,0.0
1691,0.0,0.0,0.0
1692,0.0,0.0,0.0
1693,0.0,0.0,0.0
1694,0.0,0.0,0.0
1695,0.0,0.0,0.0
1696,0.0,0.0,0.0
1697,0.0,0.0,0.0
1698,0.0,0.0,0.0
1699,0.0,0.0,0.0
1700,0.0,0.0,0.0
1701,0.0,0.0,0.0
1702,0.0,0.0,0.0
1703,0.0,0.0,0.0
1704,0.0,0.0,0.0
1705,0.0,0.0,0.0
1706,0.0,0.0,0.0
1707,0.0,0.0,0.0
1708,0.0,0.0,0.0
1709,0.0,0.0,0.0
1710,0.0,0.0,0.0
1711,0.0,0.0,0.0
1712,0.0,0.0,0.0
1713,0.0,0.0,0.0
1714,0.0,0.0,0.0
1715,0.0,0.0,0.0
1716,0.0,0.0,0.0
1717,0.0,0.0,0.0
1718,0.0,0.0,0.0
1719,0.0,0.0,0.0
1720,0.0,0.0,0.0
1721,0.0,0.0,0.0
1722,0.0,0.0,0.0
1723,0.0,0.0,0.0
1724,0.0,0.0,0.0
1725,0.0,0.0,0.0
1726,0.0,0.0,0.0
1727,0.0,0.0,0.0
1728,0.0,0.0,0.0
1729,0.0,0.0,0.0
1730,0.0,0.0,0.0
1731,0.0,0.0,0.0
1732,0.0,0.0,0.0
1733,0.0,0.0,0.0
1734,0.0,0.0,0.0
1735,0.0,0.0,0.0
1736,0.0,0.0,0.0
1737,0.0,0.0,0.0
1738,0.0,0.0,0.0
1739,0.0,0.0,0.0
1740,0.0,0.0,0.0
1741,0.0,0.0,0.0
1742,0.0,0.0,0.0
1743,0.0,0.0,0.0
1744,0.0,0.0,0.0
1745,0.0,0.0,0.0
1746,0.0,0.0,0.0
1747,0.0,0.0,0.0
1748,0.0,0.0,0.0
1749,0.0,0.0,0.0
1750,0.0,0.0,0.0
1751,2.49839696867379e-08,0.0,0.0
1752,2.49839696867379e-08,0.0,0.0
1753,2.49839696867379e-08,0.0,0.0
1754,2.49839696867379e-08,0.0,0.0
1755,2.49839696867379e-08,0.0,0.0
1756,2.49839696867379e-08,0.0,0.0
1757,2.49839696867379e-08,0.0,0.0
1758,0.0,0.0,0.0
1759,0.0,0.0,0.0
1760,0.0,0.0,0.0
1761,0.0,0.0,0.0
1762,0.0,0.0,0.0
1763,0.0,0.0,0.0
1764,0.0,0.0,0.0
1765,0.0,0.0,0.0
1766,0.0,0.0,0.0
1767,0.0,0.0,0.0
1768,0.0,0.0,0.0
1769,0.0,0.0,0.0
1770,0.0,0.0,0.0
1771,0.0,0.0,0.0
1772,0.0,0.0,0.0
1773,0.0,0.0,0.0
1774,0.0,0.0,0.0
1775,0.0,0.0,0.0
1776,0.0,0.0,0.0
1777,0.0,0.0,0.0
1778,0.0,0.0,0.0
1779,0.0,0.0,0.0
1780,0.0,0.0,0.0
1781,0.0,0.0,0.0
1782,0.0,0.0,0.0
1783,0.0,0.0,0.0
1784,0.0,0.0,0.0
1785,0.0,0.0,0.0
1786,0.0,0.0,0.0
1787,0.0,0.0,0.0
1788,0.0,0.0,0.0
1789,0.0,0.0,0.0
1790,0.0,0.0,0.0
1791,0.0,0.0,0.0
1792,0.0,0.0,0.0
1793,0.0,0.0,0.0
1794,0.0,0.0,0.0
1795,0.0,0.0,0.0
1796,0.0,0.0,0.0
1797,0.0,0.0,0.0
1798,0.0,0.0,0.0
1799,0.0,0.0,0.0
1800,0.0,0.0,0.0
1801,0.0,0.0,0.0
1802,0.0,0.0,0.0
1803,0.0,0.0,0.0
1804,0.0,0.0,0.0
1805,0.0,0.0,0.0
1806,0.0,0.0,0.0
1807,0.0,0.0,0.0
1808,0.0,0.0,0.0
1809,0.0,0.0,0.0
1810,0.0,0.0,0.0
1811,0.0,0.0,0.0
1812,0.0,0.0,0.0
1813,0.0,0.0,0.0
1814,0.0,0.0,0.0
1815,0.0,0.0,0.0
1816,1.901727188423154e-10,0.0,0.0
1817,1.901727188423154e-10,0.0,0.0
1818,1.901727188423154e-10,0.0,0.0
1819,1.901727188423154e-10,0.0,0.0
1820,1.901727188423154e-10,0.0,0.0
1821,1.901727188423154e-10,0.0,0.0
1822,1.901727188423154e-10,0.0,0.0
1823,0.0,0.0,0.0
1824,0.0,0.0,0.0
1825,0.0,0.0,0.0
1826,0.0,0.0,0.0
1827,0.0,0.0,0.0
1828,0.0,0.0,0.0
1829,2.8109710115131747e-09,0.0,0.0
1830,2.8109710115131747e-09,0.0,0.0
1831,2.8109710115131747e-09,0.0,0.0
1832,2.8109710115131747e-09,0.0,0.0
1833,2.8109710115131747e-09,0.0,0.0
1834,2.8109710115131747e-09,0.0,0.0
1835,2.8109710115131747e-09,0.0,0.0
1836,0.0,0.0,0.0
1837,0.0,0.0,0.0
1838,0.0,0.0,0.0
1839,0.0,0.0,0.0
1840,0.0,0.0,0.0
1841,0.0,0.0,0.0
1842,0.0,0.0,0.0
1843,0.0,0.0,0.0
1844,0.0,0.0,0.0
1845,0.0,0.0,0.0
1846,0.0,0.0,0.0
1847,0.0,0.0,0.0
1848,0.0,0.0,0.0
1849,0.0,0.0,0.0
1850,0.0,0.0,0.0
1851,0.0,0.0,0.0
1852,0.0,0.0,0.0
1853,0.0,0.0,0.0
1854,0.0,0.0,0.0
1855,0.0,0.0,0.0
1856,0.0,0.0,0.0
1857,0.0,0.0,0.0
1858,0.0,0.0,0.0
1859,0.0,0.0,0.0
1860,0.0,0.0,0.0
1861,0.0,0.0,0.0
1862,0.0,0.0,0.0
1863,4.7737881108440257e-11,0.0,0.0
1864,4.7737881108440257e-11,0.0,0.0
1865,4.7737881108440257e-11,0.0,0.0
1866,4.7737881108440257e-11,0.0,0.0
1867,4.7737881108440257e-11,0.0,0.0
1868,4.7737881108440257e-11,0.0,0.0
1869,8.732376726478769e-11,0.0,0.0
1870,3.958588615634742e-11,0.0,0.0
1871,3.958588615634742e-11,0.0,0.0
1872,3.958588615634742e-11,0.0,0.0
1873,3.958588615634742e-11,0.0,0.0
1874,3.958588615634742e-11,0.0,0.0
1875,3.958588615634742e-11,0.0,0.0
1876,0.0,0.0,0.0
1877,0.0,0.0,0.0
1878,1.0885608287785381e-10,0.0,0.0
1879,1.0885608287785381e-10,0.0,0.0
1880,1.4174276633368724e-10,0.0,0.0
1881,1.4174276633368724e-10,0.0,0.0
1882,1.4174276633368724e-10,0.0,0.0
1883,1.7386539430397363e-10,0.0,0.0
1884,1.7386539430397363e-10,0.0,0.0
1885,6.500931142611982e-11,0.0,0.0
1886,6.500931142611982e-11,0.0,0.0
1887,3.212262797028639e-11,0.0,0.0
1888,8.612831281507027e-11,0.0,0.0
1889,8.612831281507027e-11,0.0,0.0
1890,5.400568484478388e-11,0.0,0.0
1891,1.0521578846273932e-10,0.0,0.0
1892,1.0521578846273932e-10,0.0,0.0
1893,1.0521578846273932e-10,0.0,0.0
1894,1.0521578846273932e-10,0.0,0.0
1895,9.355251890624011e-11,0.0,0.0
1896,9.355251890624011e-11,0.0,0.0
1897,9.355251890624011e-11,0.0,0.0
1898,4.234241528828469e-11,0.0,0.0
1899,4.234241528828469e-11,0.0,0.0
1900,6.041301982482951e-11,0.0,0.0
1901,7.754970673560076e-11,0.0,0.0
1902,3.5207291447316076e-11,0.0,0.0
1903,5.114643629257541e-11,0.0,0.0
1904,5.114643629257541e-11,0.0,0.0
1905,5.114643629257541e-11,0.0,0.0
1906,5.114643629257541e-11,0.0,0.0
1907,1.2097687534280103e-10,0.0,0.0
1908,1.0384018843202978e-10,0.0,0.0
1909,1.0384018843202978e-10,0.0,0.0
1910,1.016749333536206e-10,0.0,0.0
1911,1.1565286526079736e-10,0.0,0.0
1912,1.1967109020008922e-09,0.0,0.0
1913,1.639946382065676e-09,0.0,0.0
1914,2.3413357492864583e-09,0.0,0.0
1915,5.385631739185381e-09,1.593872256400175e-11,0.0
1916,9.269012213518137e-09,1.593872256400175e-11,0.0
1917,1.2607014577123036e-08,5.7835926524165056e-11,0.0
1918,1.522462048494536e-08,5.7835926524165056e-11,0.0
1919,1.7737616264668077e-08,5.7835926524165056e-11,0.0
1920,1.9939369520573435e-08,5.7835926524165056e-11,0.0
1921,2.0808663998244422e-08,5.7835926524165056e-11,0.0
1922,2.0010438512534686e-08,4.1897203960163305e-11,0.0
1923,1.7968566444283496e-08,4.1897203960163305e-11,0.0
1924,1.7596216927984187e-08,0.0,0.0
1925,1.758722297954104e-08,0.0,0.0
1926,1.66751558592994e-08,2.292296313084157e-11,0.0
1927,1.694067958928664e-08,4.566134177113363e-11,0.0
1928,1.9182516781362276e-08,2.0532774885102205e-10,0.0
1929,2.0425886379119414e-08,2.3061354611656323e-10,0.0
1930,2.2123938998268907e-08,2.3061354611656323e-10,0.0
1931,2.3787754750108954e-08,2.830795657406325e-10,0.0
1932,2.5633738179716862e-08,2.830795657406325e-10,4.7286492182203283e-11
1933,2.7585183407349438e-08,3.064909199450889e-10,4.7286492182203283e-11
1934,2.862901687145885e-08,3.511561636709055e-10,9.22222417479698e-11
1935,3.0661957544404165e-08,1.9148975659101707e-10,9.22222417479698e-11
1936,3.659436182650617e-08,1.8714139166891337e-10,9.22222417479698e-11
1937,4.5061494091669374e-08,3.4423831444093823e-10,9.22222417479698e-11
1938,4.970646218436871e-08,2.91772294816869e-10,9.22222417479698e-11
1939,5.3901009623911837e-08,2.91772294816869e-10,4.4935749565766514e-11
1940,5.8475772034073866e-08,2.712312398487983e-10,4.4935749565766514e-11
1941,6.119544033416397e-08,2.0382761748268966e-10,0.0
1942,6.425388221487083e-08,2.2873566334664323e-10,0.0
1943,6.482928784277777e-08,2.0779823100320575e-10,2.1453325227405173e-11
1944,6.192882904900086e-08,1.0761527383503936e-10,2.1453325227405173e-11
1945,6.048623646393025e-08,2.0146237852561707e-10,2.1453325227405173e-11
1946,6.02295523931064e-08,2.180104826824244e-10,3.800142938421252e-11
1947,6.135291132279366e-08,2.750021024392321e-10,7.111538144081005e-11
1948,6.386159715329346e-08,3.60502106341468e-10,8.82153814282408e-11
1949,6.7777470239402e-08,3.8661254753158403e-10,8.82153814282408e-11
1950,6.725540606972962e-08,4.712124222562762e-10,6.676205620083562e-11
1951,6.859165273860007e-08,4.308475550535944e-10,8.331115460201234e-11
1952,7.020345600088668e-08,3.6836834872116293e-10,8.331115460201234e-11
1953,7.409738092941812e-08,4.302664306193067e-10,6.6763050445205e-11
1954,7.471085845216813e-08,3.7651346029050307e-10,4.816505428622315e-11
1955,7.529728459790671e-08,3.200019604457768e-10,3.106505429879241e-11
1956,7.110340659112677e-08,2.8245147887240307e-10,3.106505429879241e-11
1957,7.657661070327646e-08,2.488265070178995e-10,3.106505429879241e-11
1958,7.823826868908717e-08,2.3227740861672278e-10,1.451595589761569e-11
1959,8.385825570452912e-08,2.347913282447449e-10,2.5809894895914962e-11
1960,8.597856090578457e-08,1.986965859703181e-10,2.5809894895914962e-11
1961,9.028482647214073e-08,1.6966467417508672e-10,2.2549507895851052e-11
1962,9.170702648069501e-08,2.1208845889837084e-10,2.2549507895851052e-11
1963,9.320410246768266e-08,1.9862045341767498e-10,2.2549507895851052e-11
1964,9.022580777744744e-08,1.6563217067730055e-10,2.2549507895851052e-11
1965,8.85322799198158e-08,1.920774154808212e-10,2.2549507895851052e-11
1966,8.34174217954699e-08,1.6698866892436318e-10,2.0048640327262136e-11
1967,7.777067675566027e-08,1.600159409737805e-10,2.0048640327262136e-11
1968,7.274868555181716e-08,1.7772902395827928e-10,8.793071429710357e-12
1969,7.169226279302165e-08,1.8710870353100262e-10,1.7769957132746886e-11
1970,7.039997740321269e-08,2.2218673924521782e-10,1.7769957132746886e-11
1971,6.910830612533963e-08,2.310528217165851e-10,5.357355927929472e-11
1972,6.848007062996788e-08,2.5678024785845213e-10,5.357355927929472e-11
1973,6.731638738496518e-08,3.057658550956585e-10,4.4780487849584356e-11
1974,6.758619365752696e-08,3.355671633422018e-10,4.4780487849584356e-11
1975,6.445270120788596e-08,3.5840158222174724e-10,5.2889988024139105e-11
1976,6.081123414349219e-08,2.8564604501180035e-10,4.391310232110257e-11
1977,5.76716594480331e-08,2.826736528381359e-10,4.391310232110257e-11
1978,5.524292337863049e-08,2.6398087882295584e-10,8.109500174554744e-12
1979,5.3864590248459924e-08,2.3619131055736224e-10,8.109500174554744e-12
1980,5.352949677168388e-08,2.0192311513321315e-10,8.109500174554744e-12
1981,5.206978873470039e-08,1.4437288963537702e-10,8.109500174554744e-12
1982,5.72251772317551e-08,1.2605987186648752e-10,0.0
1983,6.164303404229291e-08,1.2542594641467327e-10,1.4805011383511868e-11
1984,6.723538602061905e-08,1.0802148957069134e-10,1.4805011383511868e-11
1985,6.975000133024878e-08,1.2879786076954884e-10,2.927316127594131e-11
1986,7.076231968637461e-08,1.3204897839862769e-10,2.927316127594131e-11
1987,7.279118260531245e-08,1.2860089729227475e-10,6.93979655487707e-11
1988,7.496658785807345e-08,1.7642237720319872e-10,1.0405501262221252e-10
1989,7.474887553371445e-08,2.2070801188640258e-10,1.2401104746270367e-10
1990,7.406344439329717e-08,2.2662043075438731e-10,1.1586349835906212e-10
1991,7.809701177815701e-08,2.2505778094325128e-10,1.224327668017785e-10
1992,7.940844121938945e-08,2.470202504846673e-10,1.206893092409178e-10
1993,8.13159896243373e-08,2.3871010822779885e-10,1.2713066859158595e-10
1994,8.126087688456859e-08,2.446602256107282e-10,1.000121240784286e-10
1995,8.316435387964053e-08,1.8920894712115555e-10,6.535507700498679e-11
1996,8.45668129808733e-08,1.2899086759039184e-10,8.321127963260646e-11
1997,8.50636569436704e-08,1.3293351538593408e-10,8.805886625043843e-11
1998,8.529919272502542e-08,1.2557276597515076e-10,9.304517275702092e-11
1999,8.625551625332914e-08,1.234831953950926e-10,8.574372462044622e-11
2000,8.360815582721313e-08,1.2492883463832705e-10,7.930236526977806e-11
2001,8.019866421753769e-08,1.0398704516515319e-10,8.657902569478689e-11
2002,7.736703265339071e-08,1.3619836805986044e-10,8.657902569478689e-11
2003,7.299908994744847e-08,1.4537074024704007e-10,4.876678822667608e-11
2004,6.961910819265021e-08,1.281131678917572e-10,3.726173932897378e-11
2005,6.217184786042448e-08,1.322725674030816e-10,2.5706164379674893e-11
2006,5.298942770285261e-08,1.1434280258737495e-10,2.0282920184680873e-11
2007,4.699109216029943e-08,1.1504172961473991e-10,2.0282920184680873e-11
2008,4.2037163337584257e-08,1.0997099956856969e-10,0.0
2009,3.458740278310708e-08,7.775967667386245e-11,0.0
2010,2.6301331652283418e-08,7.047305744919567e-11,0.0
2011,2.0072782674113957e-08,7.047305744919567e-11,0.0
2012,1.3118419239788182e-08,6.053587046322179e-11,0.0
2013,1.1334278024069785e-08,2.965643653271169e-11,0.0
2014,9.36788234286366e-09,8.187792210107808e-12,0.0
2015,8.016058420220621e-09,8.187792210107808e-12,0.0
2016,7.635906002738985e-09,2.0704763796310287e-11,0.0
2017,7.996300510626497e-09,1.4603133517236227e-11,0.0
2018,8.03571520435753e-09,1.752376022068347e-11,0.0
2019,7.876661767269866e-09,2.190470027585434e-11,0.0
