ngram,UBS,U.S.,UBS,U.S.
1500,0.0,2.9851472845621174e-05,0.0,2.9851472845621174e-05
1501,0.0,2.388117827649694e-05,0.0,2.388117827649694e-05
1502,0.0,2.0076692749171343e-05,0.0,2.0076692749171343e-05
1503,0.0,1.7208593785004007e-05,0.0,1.7208593785004007e-05
1504,0.0,6.6619723903776114e-06,0.0,6.6619723903776114e-06
1505,0.0,3.237410153035723e-06,0.0,3.237410153035723e-06
1506,0.0,3.237410153035723e-06,0.0,3.237410153035723e-06
1507,0.0,3.237410153035723e-06,0.0,3.237410153035723e-06
1508,0.0,3.237410153035723e-06,0.0,3.237410153035723e-06
1509,0.0,3.0868008512438142e-06,0.0,3.0868008512438142e-06
1510,0.0,3.0868008512438142e-06,0.0,3.0868008512438142e-06
1511,0.0,0.0,0.0,0.0
1512,0.0,0.0,0.0,0.0
1513,0.0,0.0,0.0,0.0
1514,0.0,0.0,0.0,0.0
1515,0.0,0.0,0.0,0.0
1516,0.0,0.0,0.0,0.0
1517,0.0,1.0625535651342943e-06,0.0,1.0625535651342943e-06
1518,0.0,1.0625535651342943e-06,0.0,1.0625535651342943e-06
1519,0.0,1.0625535651342943e-06,0.0,1.0625535651342943e-06
1520,0.0,9.106161087402143e-06,0.0,9.106161087402143e-06
1521,0.0,9.106161087402143e-06,0.0,9.106161087402143e-06
1522,0.0,9.106161087402143e-06,0.0,9.106161087402143e-06
1523,0.0,9.106161087402143e-06,0.0,9.106161087402143e-06
1524,0.0,5.553120510220262e-05,0.0,5.553120510220262e-05
1525,0.0,5.553120510220262e-05,0.0,5.553120510220262e-05
1526,0.0,5.743815355734634e-05,0.0,5.743815355734634e-05
1527,0.0,4.939454603507849e-05,0.0,4.939454603507849e-05
1528,0.0,5.357547576880149e-05,0.0,5.357547576880149e-05
1529,0.0,5.357547576880149e-05,0.0,5.357547576880149e-05
1530,0.0,5.43044242736609e-05,0.0,5.43044242736609e-05
1531,0.0,6.816826693726138e-06,0.0,6.816826693726138e-06
1532,0.0,9.294189625766844e-05,0.0,9.294189625766844e-05
1533,0.0,9.103494780252472e-05,0.0,9.103494780252472e-05
1534,0.0,9.103494780252472e-05,0.0,9.103494780252472e-05
1535,0.0,8.685401806880171e-05,0.0,8.685401806880171e-05
1536,0.0,9.132666199158328e-05,0.0,9.132666199158328e-05
1537,0.0,9.059771348672387e-05,0.0,9.059771348672387e-05
1538,0.0,9.377415205692939e-05,0.0,9.377415205692939e-05
1539,0.0,2.3421194522857798e-05,0.0,2.3421194522857798e-05
1540,0.0,2.3421194522857798e-05,0.0,2.3421194522857798e-05
1541,0.0,2.3421194522857798e-05,0.0,2.3421194522857798e-05
1542,0.0,2.3421194522857798e-05,0.0,2.3421194522857798e-05
1543,0.0,1.8948550600076226e-05,0.0,1.8948550600076226e-05
1544,0.0,2.07569146368769e-05,0.0,2.07569146368769e-05
1545,0.0,1.758047606667138e-05,0.0,1.758047606667138e-05
1546,0.0,1.8083640368006724e-06,0.0,1.8083640368006724e-06
1547,0.0,1.8083640368006724e-06,0.0,1.8083640368006724e-06
1548,0.0,2.105605972246849e-06,0.0,2.105605972246849e-06
1549,0.0,2.105605972246849e-06,0.0,2.105605972246849e-06
1550,0.0,1.8315976993627764e-05,0.0,1.8315976993627764e-05
1551,0.0,1.650761295682709e-05,0.0,1.650761295682709e-05
1552,0.0,9.943537728369327e-05,0.0,9.943537728369327e-05
1553,0.0,9.943537728369327e-05,0.0,9.943537728369327e-05
1554,0.0,9.943537728369327e-05,0.0,9.943537728369327e-05
1555,0.0,9.973912035223163e-05,0.0,9.973912035223163e-05
1556,0.0,0.00010077999663086043,0.0,0.00010077999663086043
1557,0.0,8.456962560947951e-05,0.0,8.456962560947951e-05
1558,0.0,8.66157715790905e-05,0.0,8.66157715790905e-05
1559,0.0,3.688007252224322e-06,0.0,3.688007252224322e-06
1560,0.0,3.688007252224322e-06,0.0,3.688007252224322e-06
1561,0.0,3.688007252224322e-06,0.0,3.688007252224322e-06
1562,0.0,3.0870222482397887e-06,0.0,3.0870222482397887e-06
1563,0.0,2.9553893909906037e-06,0.0,2.9553893909906037e-06
1564,0.0,2.9553893909906037e-06,0.0,2.9553893909906037e-06
1565,0.0,9.092434213796099e-07,0.0,9.092434213796099e-07
1566,0.0,2.8129139276903255e-06,0.0,2.8129139276903255e-06
1567,6.823973178273133e-07,2.8129139276903255e-06,6.823973178273133e-07,2.8129139276903255e-06
1568,6.823973178273133e-07,8.695076628230578e-06,6.823973178273133e-07,8.695076628230578e-06
1569,6.823973178273133e-07,8.695076628230578e-06,6.823973178273133e-07,8.695076628230578e-06
1570,6.823973178273133e-07,9.296845486720226e-06,6.823973178273133e-07,9.296845486720226e-06
1571,6.823973178273133e-07,9.296845486720226e-06,6.823973178273133e-07,9.296845486720226e-06
1572,6.823973178273133e-07,9.296845486720226e-06,6.823973178273133e-07,9.296845486720226e-06
1573,6.823973178273133e-07,8.651584331736168e-06,6.823973178273133e-07,8.651584331736168e-06
1574,0.0,1.0285718937146676e-05,0.0,1.0285718937146676e-05
1575,0.0,4.403556236606424e-06,0.0,4.403556236606424e-06
1576,0.0,6.206278028132926e-06,0.0,6.206278028132926e-06
1577,0.0,7.246741656022745e-06,0.0,7.246741656022745e-06
1578,0.0,7.246741656022745e-06,0.0,7.246741656022745e-06
1579,0.0,7.246741656022745e-06,0.0,7.246741656022745e-06
1580,0.0,5.988332304696087e-06,0.0,5.988332304696087e-06
1581,0.0,4.354197699285578e-06,0.0,4.354197699285578e-06
1582,0.0,4.354197699285578e-06,0.0,4.354197699285578e-06
1583,0.0,8.79956990372323e-06,0.0,8.79956990372323e-06
1584,0.0,6.248093995964155e-06,0.0,6.248093995964155e-06
1585,0.0,7.191684419792312e-06,0.0,7.191684419792312e-06
1586,0.0,1.1505047496029874e-05,0.0,1.1505047496029874e-05
1587,0.0,1.1505047496029874e-05,0.0,1.1505047496029874e-05
1588,0.0,1.1505047496029874e-05,0.0,1.1505047496029874e-05
1589,0.0,1.1505047496029874e-05,0.0,1.1505047496029874e-05
1590,0.0,5.25695350006572e-06,0.0,5.25695350006572e-06
1591,0.0,5.523486964063652e-06,0.0,5.523486964063652e-06
1592,0.0,6.370811921182654e-06,0.0,6.370811921182654e-06
1593,0.0,2.0574488449450915e-06,0.0,2.0574488449450915e-06
1594,0.0,2.2250804282261275e-06,0.0,2.2250804282261275e-06
1595,0.0,2.2250804282261275e-06,0.0,2.2250804282261275e-06
1596,0.0,4.329262683963212e-06,0.0,4.329262683963212e-06
1597,0.0,2.1641141967977872e-05,0.0,2.1641141967977872e-05
1598,0.0,2.5090257379036173e-05,0.0,2.5090257379036173e-05
1599,0.0,2.388889777193981e-05,0.0,2.388889777193981e-05
1600,0.0,2.4101909941366883e-05,0.0,2.4101909941366883e-05
1601,0.0,2.3934278358085847e-05,0.0,2.3934278358085847e-05
1602,0.0,2.4038679076251617e-05,0.0,2.4038679076251617e-05
1603,0.0,2.2346606929854067e-05,0.0,2.2346606929854067e-05
1604,0.0,5.375268285336331e-06,0.0,5.375268285336331e-06
1605,0.0,1.6596194102800967e-06,0.0,1.6596194102800967e-06
1606,8.008010711689297e-08,1.150143743546193e-06,8.008010711689297e-08,1.150143743546193e-06
1607,8.008010711689297e-08,9.371315741191211e-07,8.008010711689297e-08,9.371315741191211e-07
1608,8.008010711689297e-08,9.371315741191211e-07,8.008010711689297e-08,9.371315741191211e-07
1609,8.008010711689297e-08,1.0214048334741425e-06,8.008010711689297e-08,1.0214048334741425e-06
1610,8.008010711689297e-08,7.36742988140447e-07,8.008010711689297e-08,7.36742988140447e-07
1611,8.008010711689297e-08,1.1130882902372313e-06,8.008010711689297e-08,1.1130882902372313e-06
1612,8.008010711689297e-08,1.1130882902372313e-06,8.008010711689297e-08,1.1130882902372313e-06
1613,0.0,1.0330081831203382e-06,0.0,1.0330081831203382e-06
1614,0.0,1.6922276781120412e-06,0.0,1.6922276781120412e-06
1615,0.0,2.0731709306736386e-06,0.0,2.0731709306736386e-06
1616,0.0,1.8844969531528477e-06,0.0,1.8844969531528477e-06
1617,0.0,1.7570486891470085e-06,0.0,1.7570486891470085e-06
1618,0.0,1.1386398861239805e-06,0.0,1.1386398861239805e-06
1619,0.0,1.2511743859379619e-06,0.0,1.2511743859379619e-06
1620,0.0,3.6689083182344414e-06,0.0,3.6689083182344414e-06
1621,0.0,3.0096888232427384e-06,0.0,3.0096888232427384e-06
1622,0.0,2.839790795405861e-06,0.0,2.839790795405861e-06
1623,0.0,3.378619177445736e-06,0.0,3.378619177445736e-06
1624,0.0,1.2338550407418683e-05,0.0,1.2338550407418683e-05
1625,0.0,1.265539672041476e-05,0.0,1.265539672041476e-05
1626,0.0,1.2542862220600779e-05,0.0,1.2542862220600779e-05
1627,0.0,1.0923984973487677e-05,0.0,1.0923984973487677e-05
1628,0.0,1.4920194254435565e-05,0.0,1.4920194254435565e-05
1629,0.0,1.627720650633689e-05,0.0,1.627720650633689e-05
1630,0.0,1.5997125111815486e-05,0.0,1.5997125111815486e-05
1631,0.0,7.37727379730911e-06,0.0,7.37727379730911e-06
1632,0.0,7.511707151154821e-06,0.0,7.511707151154821e-06
1633,0.0,7.78589274627198e-06,0.0,7.78589274627198e-06
1634,0.0,1.180034447705631e-05,0.0,1.180034447705631e-05
1635,0.0,9.038930946709506e-06,0.0,9.038930946709506e-06
1636,0.0,1.0163050027196213e-05,0.0,1.0163050027196213e-05
1637,0.0,1.0270103692684124e-05,0.0,1.0270103692684124e-05
1638,0.0,1.0738044206196459e-05,0.0,1.0738044206196459e-05
1639,0.0,1.2835875330503249e-05,0.0,1.2835875330503249e-05
1640,0.0,1.4206618613700681e-05,0.0,1.4206618613700681e-05
1641,0.0,1.0229419396117529e-05,0.0,1.0229419396117529e-05
1642,0.0,9.534372825977958e-06,0.0,9.534372825977958e-06
1643,0.0,7.113163616980143e-06,0.0,7.113163616980143e-06
1644,0.0,7.114008829895673e-06,0.0,7.114008829895673e-06
1645,0.0,6.60068937057596e-06,0.0,6.60068937057596e-06
1646,0.0,4.456793508974702e-06,0.0,4.456793508974702e-06
1647,0.0,3.4361379610865176e-06,0.0,3.4361379610865176e-06
1648,0.0,3.1960688439929593e-06,0.0,3.1960688439929593e-06
1649,0.0,2.891002980374781e-06,0.0,2.891002980374781e-06
1650,0.0,4.15724045004546e-06,0.0,4.15724045004546e-06
1651,0.0,4.263595493674595e-06,0.0,4.263595493674595e-06
1652,0.0,4.358594294119809e-06,0.0,4.358594294119809e-06
1653,0.0,4.382532681899777e-06,0.0,4.382532681899777e-06
1654,0.0,4.048641650505098e-06,0.0,4.048641650505098e-06
1655,0.0,4.84707470604917e-06,0.0,4.84707470604917e-06
1656,0.0,5.1107720407474384e-06,0.0,5.1107720407474384e-06
1657,0.0,3.7960026832349414e-06,0.0,3.7960026832349414e-06
1658,0.0,3.912773747418084e-06,0.0,3.912773747418084e-06
1659,0.0,4.552423904767368e-06,0.0,4.552423904767368e-06
1660,0.0,4.345492649398304e-06,0.0,4.345492649398304e-06
1661,0.0,4.189481168331051e-06,0.0,4.189481168331051e-06
1662,0.0,2.998007330136586e-06,0.0,2.998007330136586e-06
1663,0.0,2.631016635794887e-06,0.0,2.631016635794887e-06
1664,0.0,2.6837020560118878e-06,0.0,2.6837020560118878e-06
1665,0.0,2.887579195690445e-06,0.0,2.887579195690445e-06
1666,0.0,2.2177648345080214e-06,0.0,2.2177648345080214e-06
1667,0.0,2.3838503580009274e-06,0.0,2.3838503580009274e-06
1668,0.0,2.6432584913241693e-06,0.0,2.6432584913241693e-06
1669,0.0,3.1891114693800252e-06,0.0,3.1891114693800252e-06
1670,0.0,3.328265685403104e-06,0.0,3.328265685403104e-06
1671,0.0,3.4442467235099424e-06,0.0,3.4442467235099424e-06
1672,0.0,6.808099280013786e-06,0.0,6.808099280013786e-06
1673,0.0,7.141364091824341e-06,0.0,7.141364091824341e-06
1674,0.0,6.979884606802703e-06,0.0,6.979884606802703e-06
1675,0.0,6.963609166632523e-06,0.0,6.963609166632523e-06
1676,0.0,7.030740594668064e-06,0.0,7.030740594668064e-06
1677,0.0,7.297575588641589e-06,0.0,7.297575588641589e-06
1678,0.0,7.284926531221052e-06,0.0,7.284926531221052e-06
1679,0.0,3.7965062022392104e-06,0.0,3.7965062022392104e-06
1680,0.0,4.081210006136514e-06,0.0,4.081210006136514e-06
1681,0.0,4.695690384843536e-06,0.0,4.695690384843536e-06
1682,0.0,4.76172960718811e-06,0.0,4.76172960718811e-06
1683,0.0,4.828435066883685e-06,0.0,4.828435066883685e-06
1684,0.0,5.343032756042833e-06,0.0,5.343032756042833e-06
1685,0.0,5.449519871295447e-06,0.0,5.449519871295447e-06
1686,0.0,5.2501350507684815e-06,0.0,5.2501350507684815e-06
1687,0.0,4.93183230381484e-06,0.0,4.93183230381484e-06
1688,0.0,4.551145626205003e-06,0.0,4.551145626205003e-06
1689,0.0,5.275736189755012e-06,0.0,5.275736189755012e-06
1690,0.0,6.324684103934228e-06,0.0,6.324684103934228e-06
1691,0.0,5.835426496300247e-06,0.0,5.835426496300247e-06
1692,0.0,6.226204147554069e-06,0.0,6.226204147554069e-06
1693,0.0,6.258126729465273e-06,0.0,6.258126729465273e-06
1694,0.0,6.45241954901264e-06,0.0,6.45241954901264e-06
1695,0.0,8.839613363826565e-06,0.0,8.839613363826565e-06
1696,0.0,8.69496654688971e-06,0.0,8.69496654688971e-06
1697,0.0,7.924167318508677e-06,0.0,7.924167318508677e-06
1698,0.0,8.626743075572968e-06,0.0,8.626743075572968e-06
1699,0.0,8.404502458298729e-06,0.0,8.404502458298729e-06
1700,0.0,8.721748080071328e-06,0.0,8.721748080071328e-06
1701,0.0,8.892930314427108e-06,0.0,8.892930314427108e-06
1702,0.0,6.761628420853023e-06,0.0,6.761628420853023e-06
1703,0.0,6.533109041941186e-06,0.0,6.533109041941186e-06
1704,0.0,5.8400065816905614e-06,0.0,5.8400065816905614e-06
1705,0.0,6.094907153705467e-06,0.0,6.094907153705467e-06
1706,0.0,6.261008495909794e-06,0.0,6.261008495909794e-06
1707,0.0,6.511559604405193e-06,0.0,6.511559604405193e-06
1708,0.0,6.4611157150855954e-06,0.0,6.4611157150855954e-06
1709,0.0,6.668251249461069e-06,0.0,6.668251249461069e-06
1710,0.0,6.854540450668927e-06,0.0,6.854540450668927e-06
1711,0.0,7.404499553688636e-06,0.0,7.404499553688636e-06
1712,0.0,6.753377549882446e-06,0.0,6.753377549882446e-06
1713,0.0,6.810058429047265e-06,0.0,6.810058429047265e-06
1714,0.0,7.3103866660468545e-06,0.0,7.3103866660468545e-06
1715,0.0,7.026817651681735e-06,0.0,7.026817651681735e-06
1716,0.0,6.8016374825674575e-06,0.0,6.8016374825674575e-06
1717,0.0,6.64565296964221e-06,0.0,6.64565296964221e-06
1718,0.0,6.169881414410026e-06,0.0,6.169881414410026e-06
1719,0.0,5.893446216629984e-06,0.0,5.893446216629984e-06
1720,0.0,6.004849962794521e-06,0.0,6.004849962794521e-06
1721,0.0,5.757874727610865e-06,0.0,5.757874727610865e-06
1722,0.0,5.6004146244958974e-06,0.0,5.6004146244958974e-06
1723,0.0,5.5383143912227495e-06,0.0,5.5383143912227495e-06
1724,0.0,5.364714719949656e-06,0.0,5.364714719949656e-06
1725,0.0,5.396322129464741e-06,0.0,5.396322129464741e-06
1726,0.0,5.634058522576067e-06,0.0,5.634058522576067e-06
1727,0.0,5.002216767024947e-06,0.0,5.002216767024947e-06
1728,0.0,4.256128769546714e-06,0.0,4.256128769546714e-06
1729,0.0,4.493934479147096e-06,0.0,4.493934479147096e-06
1730,0.0,4.233716286502645e-06,0.0,4.233716286502645e-06
1731,0.0,4.083649400854483e-06,0.0,4.083649400854483e-06
1732,0.0,3.992025377946058e-06,0.0,3.992025377946058e-06
1733,0.0,3.723632192174721e-06,0.0,3.723632192174721e-06
1734,0.0,3.904631057594088e-06,0.0,3.904631057594088e-06
1735,0.0,3.903506662287068e-06,0.0,3.903506662287068e-06
1736,0.0,3.6671930112268976e-06,0.0,3.6671930112268976e-06
1737,0.0,3.6286277723515274e-06,0.0,3.6286277723515274e-06
1738,0.0,3.473006959861128e-06,0.0,3.473006959861128e-06
1739,0.0,3.1946483756785582e-06,0.0,3.1946483756785582e-06
1740,0.0,2.947132478376651e-06,0.0,2.947132478376651e-06
1741,0.0,2.950975320865317e-06,0.0,2.950975320865317e-06
1742,6.377372281057043e-09,3.523345932470485e-06,6.377372281057043e-09,3.523345932470485e-06
1743,6.377372281057043e-09,3.4702200732031737e-06,6.377372281057043e-09,3.4702200732031737e-06
1744,6.377372281057043e-09,3.4046745115899413e-06,6.377372281057043e-09,3.4046745115899413e-06
1745,6.377372281057043e-09,3.5888624876991216e-06,6.377372281057043e-09,3.5888624876991216e-06
1746,6.377372281057043e-09,3.773596972678206e-06,6.377372281057043e-09,3.773596972678206e-06
1747,6.377372281057043e-09,3.95407034505167e-06,6.377372281057043e-09,3.95407034505167e-06
1748,6.377372281057043e-09,3.70458597639559e-06,6.377372281057043e-09,3.70458597639559e-06
1749,0.0,2.8341546242570203e-06,0.0,2.8341546242570203e-06
1750,0.0,2.880381966211384e-06,0.0,2.880381966211384e-06
1751,0.0,3.345043426504292e-06,0.0,3.345043426504292e-06
1752,0.0,3.224222999571274e-06,0.0,3.224222999571274e-06
1753,0.0,3.2131422033541768e-06,0.0,3.2131422033541768e-06
1754,4.184068710547503e-09,3.0069038855020025e-06,4.184068710547503e-09,3.0069038855020025e-06
1755,4.184068710547503e-09,2.9777502602103467e-06,4.184068710547503e-09,2.9777502602103467e-06
1756,4.184068710547503e-09,3.0220144253689796e-06,4.184068710547503e-09,3.0220144253689796e-06
1757,4.184068710547503e-09,2.7591431229926196e-06,4.184068710547503e-09,2.7591431229926196e-06
1758,4.184068710547503e-09,2.22850795645562e-06,4.184068710547503e-09,2.22850795645562e-06
1759,4.184068710547503e-09,2.080065606995569e-06,4.184068710547503e-09,2.080065606995569e-06
1760,4.184068710547503e-09,1.9503713052212594e-06,4.184068710547503e-09,1.9503713052212594e-06
1761,2.7755674584081393e-09,1.9031449320599286e-06,2.7755674584081393e-09,1.9031449320599286e-06
1762,2.7755674584081393e-09,2.0649679462232077e-06,2.7755674584081393e-09,2.0649679462232077e-06
1763,2.7755674584081393e-09,2.2513308165019097e-06,2.7755674584081393e-09,2.2513308165019097e-06
1764,2.7755674584081393e-09,2.42768179045275e-06,2.7755674584081393e-09,2.42768179045275e-06
1765,2.7755674584081393e-09,2.500406773313963e-06,2.7755674584081393e-09,2.500406773313963e-06
1766,2.7755674584081393e-09,2.671430771832612e-06,2.7755674584081393e-09,2.671430771832612e-06
1767,2.7755674584081393e-09,2.7566524067879072e-06,2.7755674584081393e-09,2.7566524067879072e-06
1768,2.682212547305036e-09,3.4700456775941087e-06,2.682212547305036e-09,3.4700456775941087e-06
1769,2.682212547305036e-09,3.42088765137305e-06,2.682212547305036e-09,3.42088765137305e-06
1770,2.682212547305036e-09,3.4201591136349762e-06,2.682212547305036e-09,3.4201591136349762e-06
1771,2.682212547305036e-09,3.3948401453796706e-06,2.682212547305036e-09,3.3948401453796706e-06
1772,2.682212547305036e-09,3.4604336178745143e-06,2.682212547305036e-09,3.4604336178745143e-06
1773,2.682212547305036e-09,3.3710652067903927e-06,2.682212547305036e-09,3.3710652067903927e-06
1774,2.682212547305036e-09,3.276185663837948e-06,2.682212547305036e-09,3.276185663837948e-06
1775,2.8886891608895635e-09,3.026158164435141e-06,2.8886891608895635e-09,3.026158164435141e-06
1776,5.601058664491834e-09,3.061036019451941e-06,5.601058664491834e-09,3.061036019451941e-06
1777,5.601058664491834e-09,2.86295515447169e-06,5.601058664491834e-09,2.86295515447169e-06
1778,5.601058664491834e-09,2.7807346571405233e-06,5.601058664491834e-09,2.7807346571405233e-06
1779,5.601058664491834e-09,2.658083612264558e-06,5.601058664491834e-09,2.658083612264558e-06
1780,5.601058664491834e-09,2.670238586688356e-06,5.601058664491834e-09,2.670238586688356e-06
1781,7.51357553951948e-09,2.753692212666335e-06,7.51357553951948e-09,2.753692212666335e-06
1782,4.624886378629916e-09,2.495585704309633e-06,4.624886378629916e-09,2.495585704309633e-06
1783,4.087115915548825e-09,2.4513505780175493e-06,4.087115915548825e-09,2.4513505780175493e-06
1784,4.087115915548825e-09,2.38837911378401e-06,4.087115915548825e-09,2.38837911378401e-06
1785,4.087115915548825e-09,2.28603338265592e-06,4.087115915548825e-09,2.28603338265592e-06
1786,4.087115915548825e-09,2.917292509404693e-06,4.087115915548825e-09,2.917292509404693e-06
1787,4.087115915548825e-09,2.8564966214617016e-06,4.087115915548825e-09,2.8564966214617016e-06
1788,3.4811511134031595e-09,2.8069566074658984e-06,3.4811511134031595e-09,2.8069566074658984e-06
1789,3.4811511134031595e-09,2.6813171903735826e-06,3.4811511134031595e-09,2.6813171903735826e-06
1790,1.3065520728819786e-09,2.582252997334373e-06,1.3065520728819786e-09,2.582252997334373e-06
1791,1.3065520728819786e-09,2.61934833036191e-06,1.3065520728819786e-09,2.61934833036191e-06
1792,2.3948141247842614e-09,2.6371688396206342e-06,2.3948141247842614e-09,2.6371688396206342e-06
1793,2.3948141247842614e-09,2.010100274674187e-06,2.3948141247842614e-09,2.010100274674187e-06
1794,2.3948141247842614e-09,2.0544931008511673e-06,2.3948141247842614e-09,2.0544931008511673e-06
1795,1.0882620519022827e-09,2.700568740822616e-06,1.0882620519022827e-09,2.700568740822616e-06
1796,1.0882620519022827e-09,2.618411258481501e-06,1.0882620519022827e-09,2.618411258481501e-06
1797,1.0882620519022827e-09,2.8521694730443414e-06,1.0882620519022827e-09,2.8521694730443414e-06
1798,1.6669187300319015e-09,2.932707307731367e-06,1.6669187300319015e-09,2.932707307731367e-06
1799,5.786566781296187e-10,3.0908170824009825e-06,5.786566781296187e-10,3.0908170824009825e-06
1800,1.8136484695016212e-09,3.0879253439966954e-06,1.8136484695016212e-09,3.0879253439966954e-06
1801,1.8136484695016212e-09,3.1517270794470927e-06,1.8136484695016212e-09,3.1517270794470927e-06
1802,1.8136484695016212e-09,3.49242217063355e-06,1.8136484695016212e-09,3.49242217063355e-06
1803,1.8136484695016212e-09,3.578862398561406e-06,1.8136484695016212e-09,3.578862398561406e-06
1804,2.4238035705488007e-09,3.402523004427037e-06,2.4238035705488007e-09,3.402523004427037e-06
1805,1.8451468924191821e-09,3.280567398178391e-06,1.8451468924191821e-09,3.280567398178391e-06
