ngram,UBS,U.S.,UBS,U.S.
1806,2.36224709634517e-09,3.2215126079141295e-06,2.36224709634517e-09,3.2215126079141295e-06
1807,1.5456977602618898e-09,3.2257605328465744e-06,1.5456977602618898e-09,3.2257605328465744e-06
1808,1.5456977602618898e-09,3.069831580303019e-06,1.5456977602618898e-09,3.069831580303019e-06
1809,1.907547389886791e-09,2.113985228139167e-06,1.907547389886791e-09,2.113985228139167e-06
1810,2.1254850419388e-09,2.2815832413211216e-06,2.1254850419388e-09,2.2815832413211216e-06
1811,1.984097822546208e-09,2.4733062511066758e-06,1.984097822546208e-09,2.4733062511066758e-06
1812,1.984097822546208e-09,2.590065329448927e-06,1.984097822546208e-09,2.590065329448927e-06
1813,2.6308739789878845e-09,2.5870816671158536e-06,2.6308739789878845e-09,2.5870816671158536e-06
1814,2.83930594908404e-09,2.685509230104799e-06,2.83930594908404e-09,2.685509230104799e-06
1815,2.83930594908404e-09,2.833133229224976e-06,2.83930594908404e-09,2.833133229224976e-06
1816,2.667629038301454e-09,3.0598868566552743e-06,2.667629038301454e-09,3.0598868566552743e-06
1817,2.7923865283544356e-09,2.8693403432303706e-06,2.7923865283544356e-09,2.8693403432303706e-06
1818,2.5026535129971504e-09,2.6283905104459597e-06,2.5026535129971504e-09,2.6283905104459597e-06
1819,2.803248395315856e-09,2.577120572563477e-06,2.803248395315856e-09,2.577120572563477e-06
1820,1.786768970874724e-09,2.5696710313890695e-06,1.786768970874724e-09,2.5696710313890695e-06
1821,1.2884488000329343e-09,2.460572496992037e-06,1.2884488000329343e-09,2.460572496992037e-06
1822,1.2884488000329343e-09,2.3046928845360526e-06,1.2884488000329343e-09,2.3046928845360526e-06
1823,1.3792016179919082e-09,2.1356795027064176e-06,1.3792016179919082e-09,2.1356795027064176e-06
1824,1.4388665259268407e-09,2.070106997312645e-06,1.4388665259268407e-09,2.070106997312645e-06
1825,1.5130652683151676e-09,2.0298876311894025e-06,1.5130652683151676e-09,2.0298876311894025e-06
1826,1.3309686289605542e-09,1.992555049972517e-06,1.3309686289605542e-09,1.992555049972517e-06
1827,1.288142299176493e-09,1.8989982046540327e-06,1.288142299176493e-09,1.8989982046540327e-06
1828,1.4905759801056968e-09,1.8947093849419616e-06,1.4905759801056968e-09,1.8947093849419616e-06
1829,1.912221650865068e-09,2.30422925824314e-05,1.912221650865068e-09,2.30422925824314e-05
1830,1.9172097560320775e-09,2.3319929060302718e-05,1.9172097560320775e-09,2.3319929060302718e-05
1831,1.979322991222229e-09,2.3568447691754306e-05,1.979322991222229e-09,2.3568447691754306e-05
1832,1.89638830036135e-09,2.3703584945776258e-05,1.89638830036135e-09,2.3703584945776258e-05
1833,2.1902813848332212e-09,2.371169062241409e-05,2.1902813848332212e-09,2.371169062241409e-05
1834,2.168770972334398e-09,2.3844506943402977e-05,2.168770972334398e-09,2.3844506943402977e-05
1835,2.0891332473484324e-09,2.393695880138174e-05,2.0891332473484324e-09,2.393695880138174e-05
1836,2.192915848908683e-09,2.970282691551672e-06,2.192915848908683e-09,2.970282691551672e-06
1837,2.6039749087150963e-09,2.713307951905465e-06,2.6039749087150963e-09,2.713307951905465e-06
1838,2.7501076019628303e-09,2.678942207369671e-06,2.7501076019628303e-09,2.678942207369671e-06
1839,3.261841590480279e-09,2.5813160878637324e-06,3.261841590480279e-09,2.5813160878637324e-06
1840,3.756481855735469e-09,2.6628236063126157e-06,3.756481855735469e-09,2.6628236063126157e-06
1841,4.023309717128752e-09,2.603428697511845e-06,4.023309717128752e-09,2.603428697511845e-06
1842,4.4409293385529375e-09,2.5890939241435262e-06,4.4409293385529375e-09,2.5890939241435262e-06
1843,4.374522775764587e-09,2.6320283755662137e-06,4.374522775764587e-09,2.6320283755662137e-06
1844,4.5457272232088795e-09,2.905077264715926e-06,4.5457272232088795e-09,2.905077264715926e-06
1845,4.602508913669518e-09,2.8450241091247463e-06,4.602508913669518e-09,2.8450241091247463e-06
1846,4.8987834741101975e-09,3.0453378648027344e-06,4.8987834741101975e-09,3.0453378648027344e-06
1847,5.325072129279209e-09,2.99730319446618e-06,5.325072129279209e-09,2.99730319446618e-06
1848,6.28768821136256e-09,3.0376997334055237e-06,6.28768821136256e-09,3.0376997334055237e-06
1849,7.714560355611054e-09,3.0126554000681997e-06,7.714560355611054e-09,3.0126554000681997e-06
1850,9.059395138828158e-09,2.8703995147744924e-06,9.059395138828158e-09,2.8703995147744924e-06
1851,1.0141219039131296e-08,2.571300910858554e-06,1.0141219039131296e-08,2.571300910858554e-06
1852,1.1850225308965686e-08,2.5452986522265874e-06,1.1850225308965686e-08,2.5452986522265874e-06
1853,1.212666069148684e-08,2.5275943633979684e-06,1.212666069148684e-08,2.5275943633979684e-06
1854,1.240939998378313e-08,2.6396514515779146e-06,1.240939998378313e-08,2.6396514515779146e-06
1855,1.2881955311984581e-08,2.745567014374371e-06,1.2881955311984581e-08,2.745567014374371e-06
1856,1.2277077513341998e-08,2.8559722977661295e-06,1.2277077513341998e-08,2.8559722977661295e-06
1857,1.210978466709938e-08,2.987903274385774e-06,1.210978466709938e-08,2.987903274385774e-06
1858,1.1657474985327099e-08,3.2895438510292607e-06,1.1657474985327099e-08,3.2895438510292607e-06
1859,1.0865245211480864e-08,3.4321322216003736e-06,1.0865245211480864e-08,3.4321322216003736e-06
1860,1.1257372938595317e-08,3.6415204119423706e-06,1.1257372938595317e-08,3.6415204119423706e-06
1861,1.1109967041582941e-08,3.951188351233473e-06,1.1109967041582941e-08,3.951188351233473e-06
1862,1.0773582660915184e-08,4.1190230928935175e-06,1.0773582660915184e-08,4.1190230928935175e-06
1863,1.0905706433155565e-08,4.183087477421006e-06,1.0905706433155565e-08,4.183087477421006e-06
1864,1.1247137951134586e-08,4.4658494776480695e-06,1.1247137951134586e-08,4.4658494776480695e-06
1865,1.0633977634963036e-08,5.067061010777252e-06,1.0633977634963036e-08,5.067061010777252e-06
1866,1.068667935097015e-08,5.7915041062577596e-06,1.068667935097015e-08,5.7915041062577596e-06
1867,1.0379394994280183e-08,6.114986035754555e-06,1.0379394994280183e-08,6.114986035754555e-06
1868,1.079283265933587e-08,6.531464318218891e-06,1.079283265933587e-08,6.531464318218891e-06
1869,1.076924949217073e-08,7.392086152841719e-06,1.076924949217073e-08,7.392086152841719e-06
1870,1.0371018837369256e-08,7.968492939523588e-06,1.0371018837369256e-08,7.968492939523588e-06
1871,9.772609769039979e-09,9.163225383547666e-06,9.772609769039979e-09,9.163225383547666e-06
1872,1.0034726573491883e-08,8.850130728075913e-06,1.0034726573491883e-08,8.850130728075913e-06
1873,9.958210763930505e-09,9.125522085793949e-06,9.958210763930505e-09,9.125522085793949e-06
1874,9.850586758984394e-09,9.705266620585462e-06,9.850586758984394e-09,9.705266620585462e-06
1875,9.011486223897691e-09,9.825471027267798e-06,9.011486223897691e-09,9.825471027267798e-06
1876,8.621357913288615e-09,1.0616287064684521e-05,8.621357913288615e-09,1.0616287064684521e-05
1877,8.969325916906103e-09,1.0637434635490145e-05,8.969325916906103e-09,1.0637434635490145e-05
1878,9.0048687871404e-09,1.001247626066158e-05,9.0048687871404e-09,1.001247626066158e-05
1879,9.987963662488092e-09,1.0493454802989227e-05,9.987963662488092e-09,1.0493454802989227e-05
1880,1.0302154494569647e-08,1.0341108593690609e-05,1.0302154494569647e-08,1.0341108593690609e-05
1881,1.1027259169285993e-08,1.001731171917137e-05,1.1027259169285993e-08,1.001731171917137e-05
1882,1.1864023922011517e-08,1.025150491581631e-05,1.1864023922011517e-08,1.025150491581631e-05
1883,1.2563682285003454e-08,1.1078784414816514e-05,1.2563682285003454e-08,1.1078784414816514e-05
1884,1.2516402390718083e-08,1.3246367026502931e-05,1.2516402390718083e-08,1.3246367026502931e-05
1885,1.3074856372189255e-08,1.4969943159875193e-05,1.3074856372189255e-08,1.4969943159875193e-05
1886,1.3124614411148222e-08,1.6051145134302453e-05,1.3124614411148222e-08,1.6051145134302453e-05
1887,1.30739154105949e-08,1.7903064872371033e-05,1.30739154105949e-08,1.7903064872371033e-05
1888,1.2683013369699632e-08,1.920171702555048e-05,1.2683013369699632e-08,1.920171702555048e-05
1889,1.2085631670036686e-08,1.9558059908117036e-05,1.2085631670036686e-08,1.9558059908117036e-05
1890,1.1969933869490238e-08,1.8300077759444582e-05,1.1969933869490238e-08,1.8300077759444582e-05
1891,1.1545405647390389e-08,1.7583683854484532e-05,1.1545405647390389e-08,1.7583683854484532e-05
1892,1.105494717990041e-08,1.890154037807536e-05,1.105494717990041e-08,1.890154037807536e-05
1893,1.0558948636076236e-08,1.875817698809052e-05,1.0558948636076236e-08,1.875817698809052e-05
1894,1.0215255562075396e-08,1.7527800212389722e-05,1.0215255562075396e-08,1.7527800212389722e-05
1895,9.771164702751126e-09,1.8647761862666812e-05,9.771164702751126e-09,1.8647761862666812e-05
1896,9.922942340827895e-09,2.087276737126688e-05,9.922942340827895e-09,2.087276737126688e-05
1897,9.994502876103134e-09,2.189291483643631e-05,9.994502876103134e-09,2.189291483643631e-05
1898,1.0065966599930626e-08,2.157683710330665e-05,1.0065966599930626e-08,2.157683710330665e-05
1899,1.000352689572992e-08,2.0238952466960264e-05,1.000352689572992e-08,2.0238952466960264e-05
1900,9.657249349410385e-09,2.060423464302273e-05,9.657249349410385e-09,2.060423464302273e-05
1901,9.290985124112337e-09,2.1193760663403998e-05,9.290985124112337e-09,2.1193760663403998e-05
1902,9.33975487425544e-09,1.8712005709988133e-05,9.33975487425544e-09,1.8712005709988133e-05
1903,8.670682330854821e-09,1.5914886067288796e-05,8.670682330854821e-09,1.5914886067288796e-05
1904,8.105813163540785e-09,1.4270933986283905e-05,8.105813163540785e-09,1.4270933986283905e-05
1905,7.710922249921331e-09,1.3491971263387573e-05,7.710922249921331e-09,1.3491971263387573e-05
1906,7.221136641025591e-09,1.196040791130924e-05,7.221136641025591e-09,1.196040791130924e-05
1907,6.660371175217148e-09,1.0990675296592859e-05,6.660371175217148e-09,1.0990675296592859e-05
1908,6.493473885577876e-09,9.975274874055426e-06,6.493473885577876e-09,9.975274874055426e-06
1909,5.970337557670291e-09,1.019202448203162e-05,5.970337557670291e-09,1.019202448203162e-05
1910,6.224526481547952e-09,1.0532023744807312e-05,6.224526481547952e-09,1.0532023744807312e-05
1911,5.923608904976975e-09,1.0783273345233673e-05,5.923608904976975e-09,1.0783273345233673e-05
1912,5.996451272035788e-09,1.0816834219440352e-05,5.996451272035788e-09,1.0816834219440352e-05
1913,5.8090439125635385e-09,1.0983836416146784e-05,5.8090439125635385e-09,1.0983836416146784e-05
1914,5.8511081059618524e-09,1.0820179600809102e-05,5.8511081059618524e-09,1.0820179600809102e-05
1915,5.812627966252291e-09,1.1226947338270423e-05,5.812627966252291e-09,1.1226947338270423e-05
1916,5.992773007993232e-09,1.2041819770404669e-05,5.992773007993232e-09,1.2041819770404669e-05
1917,5.643860426626393e-09,1.2272103439110132e-05,5.643860426626393e-09,1.2272103439110132e-05
1918,5.725117522916077e-09,1.2787508759564454e-05,5.725117522916077e-09,1.2787508759564454e-05
1919,5.670206970620484e-09,1.314364102914364e-05,5.670206970620484e-09,1.314364102914364e-05
1920,5.877982989233033e-09,1.3535405871932329e-05,5.877982989233033e-09,1.3535405871932329e-05
1921,5.987142654666806e-09,1.4885180462442804e-05,5.987142654666806e-09,1.4885180462442804e-05
1922,6.0205360062427965e-09,1.581611260397559e-05,6.0205360062427965e-09,1.581611260397559e-05
1923,6.543123059239113e-09,1.5698566390450912e-05,6.543123059239113e-09,1.5698566390450912e-05
1924,7.3380595568193846e-09,1.7720768872615217e-05,7.3380595568193846e-09,1.7720768872615217e-05
1925,7.628373615326772e-09,1.926900936918433e-05,7.628373615326772e-09,1.926900936918433e-05
1926,8.34576731532723e-09,1.9832122104292337e-05,8.34576731532723e-09,1.9832122104292337e-05
1927,8.849755721891078e-09,1.9870464062218423e-05,8.849755721891078e-09,1.9870464062218423e-05
1928,8.94849952867308e-09,1.9998532869586988e-05,8.94849952867308e-09,1.9998532869586988e-05
1929,8.866316125732965e-09,2.0217303764573963e-05,8.866316125732965e-09,2.0217303764573963e-05
1930,8.632199780375264e-09,2.304437761527619e-05,8.632199780375264e-09,2.304437761527619e-05
1931,8.373626427170068e-09,2.4797633938890484e-05,8.373626427170068e-09,2.4797633938890484e-05
1932,8.075800663119383e-09,2.5016714321931692e-05,8.075800663119383e-09,2.5016714321931692e-05
1933,7.813911739873447e-09,3.031572045334282e-05,7.813911739873447e-09,3.031572045334282e-05
1934,7.571920804646685e-09,3.3704917378989716e-05,7.571920804646685e-09,3.3704917378989716e-05
1935,7.589943594256608e-09,3.646930755556761e-05,7.589943594256608e-09,3.646930755556761e-05
1936,7.860847782227763e-09,3.844587263301946e-05,7.860847782227763e-09,3.844587263301946e-05
1937,1.130033533414121e-08,4.119321342191792e-05,1.130033533414121e-08,4.119321342191792e-05
1938,4.457093291268929e-08,4.707433358167431e-05,4.457093291268929e-08,4.707433358167431e-05
1939,4.524081319092131e-08,5.384509079574075e-05,4.524081319092131e-08,5.384509079574075e-05
1940,4.569214194307035e-08,5.645679266308434e-05,4.569214194307035e-08,5.645679266308434e-05
1941,4.833987654606631e-08,6.054607729311101e-05,4.833987654606631e-08,6.054607729311101e-05
1942,5.232685205770947e-08,6.512341185173552e-05,5.232685205770947e-08,6.512341185173552e-05
1943,5.351318981589819e-08,7.282751071865537e-05,5.351318981589819e-08,7.282751071865537e-05
1944,5.0968339263387663e-08,7.90012366321337e-05,5.0968339263387663e-08,7.90012366321337e-05
1945,1.8874739612532006e-08,8.409083446687353e-05,1.8874739612532006e-08,8.409083446687353e-05
1946,2.074842152057142e-08,9.298302861030347e-05,2.074842152057142e-08,9.298302861030347e-05
1947,2.0503080122580286e-08,9.709984234567466e-05,2.0503080122580286e-08,9.709984234567466e-05
1948,1.9275480259547554e-08,0.00010354524420108646,1.9275480259547554e-08,0.00010354524420108646
1949,1.5502511147807193e-08,0.00010837638131176521,1.5502511147807193e-08,0.00010837638131176521
1950,1.5994267878381507e-08,0.00010975846920960716,1.5994267878381507e-08,0.00010975846920960716
1951,1.7243480040666067e-08,0.00011130841552845336,1.7243480040666067e-08,0.00011130841552845336
1952,1.772992647935163e-08,0.0001112153082171322,1.772992647935163e-08,0.0001112153082171322
1953,1.6798198895376767e-08,0.00010871827544178814,1.6798198895376767e-08,0.00010871827544178814
1954,1.798308892274138e-08,0.00011026162038823324,1.798308892274138e-08,0.00011026162038823324
1955,1.853842425601572e-08,0.00011335210833099804,1.853842425601572e-08,0.00011335210833099804
1956,2.33540387029052e-08,0.00012471123981023475,2.33540387029052e-08,0.00012471123981023475
1957,2.6241768377336224e-08,0.0001442756038159132,2.6241768377336224e-08,0.0001442756038159132
1958,3.0848691220545077e-08,0.00016275520985280828,3.0848691220545077e-08,0.00016275520985280828
1959,3.59633432874976e-08,0.00018020266829158312,3.59633432874976e-08,0.00018020266829158312
1960,4.0356350895974306e-08,0.00019586585819654698,4.0356350895974306e-08,0.00019586585819654698
1961,4.335348714943978e-08,0.0002141163609589317,4.335348714943978e-08,0.0002141163609589317
1962,4.7479411132858984e-08,0.0002323238378656762,4.7479411132858984e-08,0.0002323238378656762
1963,4.7100057949072445e-08,0.00024199353772149022,4.7100057949072445e-08,0.00024199353772149022
1964,5.360753415776084e-08,0.000247237434710509,5.360753415776084e-08,0.000247237434710509
1965,5.5930673426018984e-08,0.00025093259838675816,5.5930673426018984e-08,0.00025093259838675816
1966,5.773254737765196e-08,0.0002575444959802553,5.773254737765196e-08,0.0002575444959802553
1967,5.8471064688449455e-08,0.0002670054756371038,5.8471064688449455e-08,0.0002670054756371038
1968,6.233509302384326e-08,0.0002769181238753455,6.233509302384326e-08,0.0002769181238753455
1969,6.852166935443296e-08,0.00028594215733132193,6.852166935443296e-08,0.00028594215733132193
1970,7.32802070453025e-08,0.00030035602477645237,7.32802070453025e-08,0.00030035602477645237
1971,7.442207764337841e-08,0.00031250115301060887,7.442207764337841e-08,0.00031250115301060887
1972,8.386615896987288e-08,0.0003282422798552683,8.386615896987288e-08,0.0003282422798552683
1973,9.039782002316445e-08,0.0003446430907518204,9.039782002316445e-08,0.0003446430907518204
1974,9.967838110469529e-08,0.0003622160667353975,9.967838110469529e-08,0.0003622160667353975
1975,1.1054637789292038e-07,0.0003815473007437374,1.1054637789292038e-07,0.0003815473007437374
1976,1.094775013500891e-07,0.00039832721397812875,1.094775013500891e-07,0.00039832721397812875
1977,1.1549444118535185e-07,0.0004106669137919588,1.1549444118535185e-07,0.0004106669137919588
1978,1.1979041403265e-07,0.00042553119211723763,1.1979041403265e-07,0.00042553119211723763
1979,1.218570600615619e-07,0.0004482766837879483,1.218570600615619e-07,0.0004482766837879483
1980,1.256950312722438e-07,0.000471453569064449,1.256950312722438e-07,0.000471453569064449
1981,1.322571867896321e-07,0.0004915790757097836,1.322571867896321e-07,0.0004915790757097836
1982,1.3476540670710945e-07,0.0005099428318707007,1.3476540670710945e-07,0.0005099428318707007
1983,1.7004959776808652e-07,0.0005322871064501149,1.7004959776808652e-07,0.0005322871064501149
1984,1.939709152663584e-07,0.0005487919884866901,1.939709152663584e-07,0.0005487919884866901
1985,2.2115871242281822e-07,0.0005640502037879612,2.2115871242281822e-07,0.0005640502037879612
1986,2.477761833168708e-07,0.0005664393205993942,2.477761833168708e-07,0.0005664393205993942
1987,2.728137664982049e-07,0.0005673298229729491,2.728137664982049e-07,0.0005673298229729491
1988,2.933021099644455e-07,0.0005667072421471987,2.933021099644455e-07,0.0005667072421471987
1989,3.3602496582066775e-07,0.0005627113693792905,3.3602496582066775e-07,0.0005627113693792905
1990,3.3985048730755807e-07,0.000555512827954122,3.3985048730755807e-07,0.000555512827954122
1991,3.6725382658784967e-07,0.0005523946518743676,3.6725382658784967e-07,0.0005523946518743676
1992,4.01113762141644e-07,0.0005453737685456872,4.01113762141644e-07,0.0005453737685456872
1993,4.415379351030424e-07,0.0005357569981632489,4.415379351030424e-07,0.0005357569981632489
1994,4.701545524962317e-07,0.0005190092113999916,4.701545524962317e-07,0.0005190092113999916
1995,4.908258444759537e-07,0.0005033982701466552,4.908258444759537e-07,0.0005033982701466552
1996,4.779780746438129e-07,0.0004896846990699746,4.779780746438129e-07,0.0004896846990699746
1997,4.970079763617312e-07,0.00047255741083063185,4.970079763617312e-07,0.00047255741083063185
1998,5.399270922420588e-07,0.0004580412060022354,5.399270922420588e-07,0.0004580412060022354
1999,5.647564762512047e-07,0.000444678747693875,5.647564762512047e-07,0.000444678747693875
2000,5.903148202638217e-07,0.00043245133045794707,5.903148202638217e-07,0.00043245133045794707
2001,6.377302383953065e-07,0.0004228945971200509,6.377302383953065e-07,0.0004228945971200509
2002,7.060920016296482e-07,0.0004089007811022124,7.060920016296482e-07,0.0004089007811022124
2003,7.935358001174921e-07,0.0003922834709685828,7.935358001174921e-07,0.0003922834709685828
2004,8.235616714305902e-07,0.00038043309801391194,8.235616714305902e-07,0.00038043309801391194
2005,8.446694599635001e-07,0.00036167450681594867,8.446694599635001e-07,0.00036167450681594867
2006,8.441386317567126e-07,0.0003387274544885648,8.441386317567126e-07,0.0003387274544885648
2007,8.165334374358022e-07,0.00031659773542612257,8.165334374358022e-07,0.00031659773542612257
2008,7.591179179858695e-07,0.000292578581138514,7.591179179858695e-07,0.000292578581138514
2009,6.75904447332089e-07,0.0002706162007858178,6.75904447332089e-07,0.0002706162007858178
2010,5.800718310768258e-07,0.00025184673514948893,5.800718310768258e-07,0.00025184673514948893
2011,5.345235324836852e-07,0.0002299608084805576,5.345235324836852e-07,0.0002299608084805576
2012,4.5529403434686954e-07,0.00021553838866696293,4.5529403434686954e-07,0.00021553838866696293
2013,4.0148723152404795e-07,0.0002073184524696054,4.0148723152404795e-07,0.0002073184524696054
2014,3.6063877522402823e-07,0.0001963983044593728,3.6063877522402823e-07,0.0001963983044593728
2015,3.2998803435800384e-07,0.00018788232201976434,3.2998803435800384e-07,0.00018788232201976434
2016,3.1691412110441366e-07,0.00018551420985854099,3.1691412110441366e-07,0.00018551420985854099
2017,3.1797332885237967e-07,0.0001828593352305082,3.1797332885237967e-07,0.0001828593352305082
2018,3.044986300437813e-07,0.00018109777302015572,3.044986300437813e-07,0.00018109777302015572
2019,2.8858683620569536e-07,0.00017611553994356655,2.8858683620569536e-07,0.00017611553994356655
