ngram,reading,reding,readng,readin
1801,6.072804535506293e-05,3.253797713804423e-08,1.8265442491838257e-09,7.566241728389806e-08
1802,6.0344191816901525e-05,3.28370483820046e-08,0.0,8.932938300176829e-08
1803,6.008243404461869e-05,3.3502563263303793e-08,3.5099995925642295e-10,1.0319157236641071e-07
1804,6.049021249054931e-05,3.559241739432244e-08,3.5099995925642295e-10,1.1447207067963713e-07
1805,6.100787972432694e-05,3.514047465712013e-08,3.5099995925642295e-10,1.27085775553886e-07
1806,6.2058493702872e-05,3.7307628986127384e-08,1.64375050079205e-09,1.2963285911382627e-07
1807,6.177681747690908e-05,3.61539801271452e-08,1.8529717284364112e-09,1.2915523634709253e-07
1808,6.226285976091666e-05,3.1784253958936204e-08,1.8529717284364112e-09,1.406250882090327e-07
1809,6.263632011333746e-05,3.1278313780295064e-08,2.2148213580613127e-09,1.502541826831865e-07
1810,6.445798706928534e-05,2.8204189428393533e-08,2.9535096114839477e-09,1.545346382921967e-07
1811,6.492505833323645e-05,2.3884713096222754e-08,2.9535096114839477e-09,1.5080261001847767e-07
1812,6.554523705355158e-05,1.90637332903825e-08,2.9535096114839477e-09,1.4979925668155503e-07
1813,6.5770424823443e-05,2.53375160535236e-08,1.6607590699483206e-09,1.5717528510452083e-07
1814,6.717691056629909e-05,2.407745301548557e-08,1.6604959788121425e-09,1.6070073830373337e-07
1815,6.809408660046756e-05,2.2369716587026086e-08,1.853636688586846e-09,1.618019861585448e-07
1816,6.767719085993511e-05,2.5161605465839898e-08,1.8721324966465757e-09,1.542880454508122e-07
1817,6.689551290557054e-05,2.9352114516711936e-08,1.296486997125003e-09,1.564213383582163e-07
1818,7.075269864539482e-05,3.49835197001523e-08,1.6545567297196077e-09,1.665082253664098e-07
1819,6.984172380595868e-05,3.9324459371365654e-08,1.6545567297196077e-09,1.653057982561482e-07
1820,6.992470714197095e-05,3.2154185346046556e-08,2.0967475216388768e-09,1.6607760398658555e-07
1821,6.968586032079267e-05,3.5591977111591536e-08,2.1448978942168698e-09,1.5715231427293475e-07
1822,7.127126757820536e-05,4.6342575237596454e-08,2.326063897051256e-09,1.6398486073805024e-07
1823,7.193789497250691e-05,4.2843755083359676e-08,2.5075695329692037e-09,1.6737458809399997e-07
1824,7.139538398145564e-05,4.036329099526321e-08,2.1276468364916923e-09,1.6354880472135847e-07
1825,6.766895863360592e-05,3.583906847483474e-08,2.276044321268346e-09,1.5300057246544645e-07
1826,6.832165984503393e-05,3.5278089909646885e-08,2.394542564232438e-09,1.5512398273845713e-07
1827,6.823263018824426e-05,4.9408006194287934e-08,2.788916621452943e-09,1.5288285786547412e-07
1828,6.853919226809271e-05,5.0263007343533313e-08,2.7524667307281855e-09,1.587873340115818e-07
1829,6.633075723324769e-05,3.9214538473584885e-08,2.870079983198691e-09,1.46171921804645e-07
1830,6.732543468907741e-05,4.634714980054712e-08,2.594142551564411e-09,1.4988142181339625e-07
1831,6.878770260040515e-05,4.4851492171054426e-08,3.1102851722713306e-09,1.5804517212408037e-07
1832,7.008967388953482e-05,4.4105080096049476e-08,2.944415790549572e-09,1.6332024748472967e-07
1833,7.186289648026494e-05,4.4015248208089426e-08,3.1558305968459877e-09,1.6099658393743864e-07
1834,7.378591440751084e-05,2.743814534308545e-08,2.7345667159244566e-09,1.615609761529413e-07
1835,7.585703653083848e-05,2.1562474345720213e-08,2.9328250938931433e-09,1.5756163561166302e-07
1836,7.793892291374505e-05,2.313550132423562e-08,2.741149846790287e-09,1.5797729905183848e-07
1837,7.841562598644356e-05,1.7739178951156224e-08,2.455236204821988e-09,1.4973506219056227e-07
1838,7.86083286844327e-05,2.0065620403337496e-08,1.8049735674350943e-09,1.4358337604595102e-07
1839,7.961620056968448e-05,2.2170438945019148e-08,1.7675014785112353e-09,1.414439582601647e-07
1840,7.925241931973557e-05,2.1798025733638885e-08,1.739932293481112e-09,1.4674394524912975e-07
1841,7.92590290075168e-05,2.081043274212594e-08,1.8144746023145736e-09,1.5220285425649698e-07
1842,7.762916564908145e-05,2.155120526481369e-08,1.5780039180108523e-09,1.5710196521467878e-07
1843,7.789184538913625e-05,2.4366749887657794e-08,1.867929969431462e-09,1.5906604541474474e-07
1844,7.70355254644528e-05,2.2006536275804526e-08,2.268627095704444e-09,1.6470379802870282e-07
1845,7.630132313352078e-05,2.023112991419599e-08,2.6023209301736674e-09,1.6732867282241516e-07
1846,7.662699811459918e-05,2.311567102810029e-08,2.6252976935227578e-09,1.7565846681983593e-07
1847,7.69814131282536e-05,2.0551215713331724e-08,2.686586635698112e-09,1.9110693269145225e-07
1848,7.705177891434037e-05,2.1023988518363368e-08,2.5795570758800424e-09,2.0628565826947514e-07
1849,7.893517509468697e-05,1.960955448814567e-08,3.0419852034161263e-09,2.3695778444172382e-07
1850,8.016870768707511e-05,1.544855621204988e-08,3.211332977315351e-09,2.6319722426900884e-07
1851,8.219448084543859e-05,1.5314322508532185e-08,3.5070647973002777e-09,2.852468818608551e-07
1852,8.473475983399632e-05,1.573099504627505e-08,3.9823560956823e-09,3.0573337791598275e-07
1853,8.446382811858452e-05,1.1091059372501734e-08,4.042328313350449e-09,3.348756893371631e-07
1854,8.566059529714818e-05,1.0838420827496975e-08,4.335219675307858e-09,3.514987879173402e-07
1855,8.49114907655998e-05,1.351604961286057e-08,4.739932192774989e-09,3.602000049340859e-07
1856,8.527952325364043e-05,1.4844174524496014e-08,4.393250588715805e-09,3.5424526296472844e-07
1857,8.357410427249436e-05,2.6462459398349632e-08,4.211342766577023e-09,3.577561398872474e-07
1858,8.379960906625326e-05,2.637386144397981e-08,3.802931398360394e-09,3.6719949646015137e-07
1859,8.140037139777892e-05,2.5608902617538628e-08,3.6032401506957967e-09,3.620733650677721e-07
1860,8.100729402420776e-05,2.4519726059070634e-08,3.7051270940224867e-09,3.47731526874538e-07
1861,7.949777604413352e-05,2.398625983549404e-08,3.726443058888711e-09,3.3468476447394225e-07
1862,8.155915981790583e-05,2.2559167486438777e-08,3.32894470719428e-09,3.402970654471054e-07
1863,8.023003361553751e-05,2.125394780806898e-08,3.4126549205585175e-09,3.530799119744188e-07
1864,8.259434564804126e-05,9.484258331074865e-09,3.4943758997485475e-09,3.758463386865125e-07
1865,8.143635724471616e-05,1.1910442917642935e-08,3.692850374698813e-09,3.755451416509459e-07
1866,8.514754673732179e-05,1.1853744652512432e-08,3.7913904079748104e-09,3.9164718503213537e-07
1867,8.617959766914802e-05,1.2875730132882218e-08,3.908403156671625e-09,4.010092839377778e-07
1868,8.815231038689879e-05,1.2940460829875228e-08,3.768303415339704e-09,4.0968892075657746e-07
1869,8.684401421175738e-05,1.1604582755048959e-08,4.169993271320647e-09,4.0093713339826665e-07
1870,8.861825959424355e-05,1.185090191059755e-08,4.506110024798155e-09,3.8554704977806456e-07
1871,8.70687300838264e-05,1.1369835993337217e-08,4.333691056806239e-09,3.628973104241595e-07
1872,8.816561499510758e-05,9.561508410424072e-09,4.3795712453434785e-09,3.628023047700221e-07
1873,8.574606908950955e-05,1.063761542344618e-08,4.178851106420975e-09,3.566134613005748e-07
1874,8.587753109168261e-05,1.0332839409496079e-08,4.845579556648058e-09,3.5373532877461654e-07
1875,8.496216573153756e-05,9.873560826077567e-09,4.749104506477206e-09,3.6005029154953914e-07
1876,8.65427583838547e-05,9.566365921642728e-09,4.647362463115558e-09,3.6861617656670986e-07
1877,8.558735550780381e-05,1.03439067470187e-08,4.313811054400065e-09,3.79474020714302e-07
1878,8.72954011096486e-05,1.1146104103180018e-08,4.407464076245609e-09,3.781933547283448e-07
1879,8.647660745607157e-05,1.0701143209652336e-08,4.433712857172216e-09,3.8076887319350915e-07
1880,8.737111784284934e-05,1.03743970874299e-08,4.518559399662487e-09,3.752154620022858e-07
1881,8.664661124514948e-05,1.0347832939722984e-08,4.004430850404869e-09,3.6987447466734533e-07
1882,8.796724536555953e-05,1.0886793942534366e-08,4.373405003223394e-09,3.6190241254579245e-07
1883,8.697260948663046e-05,1.1058995750902665e-08,3.972532969243048e-09,3.528966934546978e-07
1884,8.799812141140657e-05,9.880514438366715e-09,3.9236845518684865e-09,3.536594184489721e-07
1885,8.694654492761142e-05,9.677101025269102e-09,4.38795679156913e-09,3.501534341207194e-07
1886,8.7969952021792e-05,1.0704445964547306e-08,4.463873905434314e-09,3.393661854391082e-07
1887,8.652233892852175e-05,1.2087972654585753e-08,4.092985331613111e-09,3.430618643765878e-07
1888,8.787125677502315e-05,1.1360469200281744e-08,4.064487746369139e-09,3.4499552725719695e-07
1889,8.63124119600148e-05,1.0807974388476233e-08,3.6468116621739863e-09,3.3885863867258846e-07
1890,8.694719664552914e-05,1.1486503240628768e-08,3.762439042860015e-09,3.3685787213601414e-07
1891,8.574491533051644e-05,1.1829050818233457e-08,4.143760493465923e-09,3.242436353697745e-07
1892,8.561298454878852e-05,1.1839458492955503e-08,3.795541516003555e-09,3.1968221492206794e-07
1893,8.4809771838731e-05,1.021343790493948e-08,3.78366853721295e-09,3.191842178499168e-07
1894,8.653512902258496e-05,8.521376429878761e-09,4.313717097811523e-09,3.1449958929182943e-07
1895,8.490728734094384e-05,9.056740500414305e-09,4.7490567351664885e-09,3.1464656607178245e-07
1896,8.65371891580123e-05,8.640686325175499e-09,4.841003978636341e-09,3.145421731330446e-07
1897,8.506398132470037e-05,7.798825839090893e-09,5.105036139850329e-09,3.10866503079004e-07
1898,8.597758486368028e-05,6.696585127688845e-09,4.857087081739613e-09,3.045785531087729e-07
1899,8.500288095092401e-05,6.622080407834931e-09,4.68867135592989e-09,3.065595990392467e-07
1900,8.54061810449431e-05,7.080554047839931e-09,4.680406728851949e-09,3.009639653685424e-07
1901,8.369863020821608e-05,6.8887526794014775e-09,4.580480502828063e-09,2.9796132545405793e-07
1902,8.463468423412581e-05,6.5787515752495955e-09,4.035922580263624e-09,2.9247333291745494e-07
1903,8.28343555830153e-05,6.577670091140979e-09,3.918012263832387e-09,2.8888549812628686e-07
1904,8.37984262034297e-05,6.7744478598236975e-09,3.8833986819903595e-09,2.8874906986077674e-07
1905,8.220349159923248e-05,7.09120869960397e-09,3.932799641503948e-09,2.9455288849281456e-07
1906,8.251077503830726e-05,7.210563638234849e-09,3.994165823481158e-09,2.924088643599784e-07
1907,8.080628841915833e-05,6.90181816460316e-09,4.610379887383585e-09,2.9107682004385946e-07
1908,8.147739988219525e-05,6.295662784745153e-09,4.3983683362114334e-09,2.895957607051969e-07
1909,8.102857620022925e-05,5.9205846574578965e-09,5.197953876846993e-09,2.850369225728043e-07
1910,8.308493228729017e-05,5.796382738866766e-09,5.520048037713618e-09,2.876745952562487e-07
1911,8.193589123298548e-05,5.537398983790354e-09,5.598772937328736e-09,2.8425277166986363e-07
1912,8.42903058842889e-05,5.428944532021822e-09,5.9884683878408396e-09,2.749215712226162e-07
1913,8.437979392640824e-05,4.7404961860714985e-09,6.285369875363196e-09,2.6864813662541565e-07
1914,8.802016028701993e-05,4.563481465729475e-09,6.5017877431167955e-09,2.680585079620609e-07
1915,8.709128971012043e-05,4.825602711073478e-09,7.3536416955732875e-09,2.690890669652747e-07
1916,8.79174008982123e-05,4.9116239964064334e-09,7.078139281040714e-09,2.740784574533401e-07
1917,8.643216694638665e-05,5.005010628167383e-09,7.143594414417618e-09,2.7078153509916903e-07
1918,8.88521598036667e-05,4.9005315361227986e-09,7.250393491935776e-09,2.7326888130119187e-07
1919,8.715965980497588e-05,4.760803243694259e-09,7.450352969483122e-09,2.7598723103697663e-07
1920,8.9590298427668e-05,4.795639060465159e-09,7.67756144374029e-09,2.636796157925606e-07
1921,8.803258034666734e-05,5.08468207221264e-09,7.045765621731854e-09,2.4384152246576765e-07
1922,9.229775917317186e-05,5.011312000289893e-09,6.479268042726614e-09,2.2343321859352727e-07
1923,9.296567441197112e-05,5.546598482096345e-09,5.5317540231009894e-09,2.0009331283940161e-07
1924,9.605220319437129e-05,6.522867515964695e-09,5.436985702925565e-09,1.8176451378946824e-07
1925,9.528011391271971e-05,6.8649632010777035e-09,5.3074673386380564e-09,1.612757825699061e-07
1926,9.927521438969831e-05,6.893699262227366e-09,4.7266472482019955e-09,1.455087458777728e-07
1927,9.792744822334498e-05,7.335495068515132e-09,4.295119165093857e-09,1.4024211176482432e-07
1928,0.0001005589188675263,7.272971494895078e-09,4.1641670905130064e-09,1.376339854784549e-07
1929,9.808899838909773e-05,7.2518969242350656e-09,3.945344130760832e-09,1.3142508643276024e-07
1930,0.00010033004842365958,7.521731364741008e-09,4.293464409396311e-09,1.250629740720147e-07
1931,9.831768381575654e-05,6.812701577477551e-09,4.394840396366411e-09,1.19358863871964e-07
1932,0.00010145115084014833,6.654183045843151e-09,4.319409560186013e-09,1.1664550925161166e-07
1933,9.98420624195465e-05,6.731254537888682e-09,4.209190234456222e-09,1.0996537826356092e-07
1934,0.00010278249724901148,7.212563625712067e-09,4.268478745065149e-09,1.072547703984128e-07
1935,0.00010089807931633134,7.615411920117562e-09,4.139752509045382e-09,1.0732140915641658e-07
1936,0.00010354494172913422,8.201986455093544e-09,4.220284693141301e-09,1.112785251880918e-07
1937,0.00010199992643070541,7.624618904498805e-09,4.236797262231156e-09,1.1719303419762842e-07
1938,0.00010446997163983594,7.706415569178456e-09,4.280873243191406e-09,1.1651026657740918e-07
1939,0.00010113946440729446,7.656870629598903e-09,4.28849946030953e-09,1.1545271202554172e-07
1940,0.0001014372256966973,7.797744672188855e-09,4.8516345861417315e-09,1.1583756734775566e-07
1941,9.773680877905073e-05,7.796971956963716e-09,5.07544469944118e-09,1.1770923334454762e-07
1942,9.789980893921373e-05,7.986445029116242e-09,5.267127749825866e-09,1.155199050068794e-07
1943,9.510167624934443e-05,7.801317623647362e-09,5.5390126136550015e-09,1.1318547369195845e-07
1944,9.525699091942183e-05,7.507232169245981e-09,5.793719091786085e-09,1.1043283519386802e-07
1945,9.143496052794424e-05,7.370894434493331e-09,5.758432080377978e-09,1.0882216575477546e-07
1946,9.216019472140553e-05,7.302114722408857e-09,5.9303904644179644e-09,1.0727244768661746e-07
1947,8.97748551713968e-05,7.30074794270357e-09,5.7780952720877716e-09,1.0833252974050214e-07
1948,9.092464460991323e-05,6.46406947016739e-09,5.548145308255568e-09,1.0674133018743045e-07
1949,8.868437829992868e-05,6.24144171266851e-09,5.515162739198689e-09,1.046069531948238e-07
1950,8.937462033437831e-05,6.383693827517943e-09,5.486108519850827e-09,1.0265752540103027e-07
1951,8.661959145683795e-05,6.469251420274499e-09,5.415051074209032e-09,9.740706527086981e-08
1952,8.933907728143302e-05,6.368457190169303e-09,5.304230642013051e-09,9.761628153423122e-08
1953,8.847954138348411e-05,6.1529321954927644e-09,5.1531803586207e-09,9.725373826898118e-08
1954,9.095375467690506e-05,5.937023380856285e-09,5.312416601859533e-09,9.46865006718716e-08
1955,8.927216965405802e-05,6.114861252269423e-09,5.142392416652391e-09,9.012175183897853e-08
1956,9.115271158017484e-05,5.85440692749525e-09,5.788402202000498e-09,8.839822588210414e-08
1957,8.965959256914045e-05,5.37926598503142e-09,5.558278535845927e-09,8.47752679484464e-08
1958,9.124377642625145e-05,5.488879509637659e-09,5.670499244761881e-09,8.499545194646479e-08
1959,8.752710086160473e-05,5.385470165058288e-09,5.745879454772356e-09,8.345061530690145e-08
1960,8.796861740328106e-05,6.266478320376174e-09,5.833183142860727e-09,8.071244244385006e-08
1961,8.487942458097158e-05,6.196763927387597e-09,5.6452435107498135e-09,7.814269561582218e-08
1962,8.57107890104609e-05,6.354810455633242e-09,5.692073035135081e-09,7.916625171284458e-08
1963,8.369695154085224e-05,7.027955868060027e-09,5.074593697632476e-09,7.880401702615408e-08
1964,8.419241203228012e-05,7.2698560822053486e-09,5.150136824941651e-09,7.917384132432354e-08
1965,8.25336464913562e-05,7.479995860799299e-09,4.971967980184542e-09,8.130917551950136e-08
1966,8.355544767774907e-05,7.48958964688232e-09,4.818204628926586e-09,8.197461401745646e-08
1967,8.169322765232729e-05,6.872324487261494e-09,4.591788917350316e-09,8.32031150009373e-08
1968,8.192687736092401e-05,7.134124275458882e-09,4.19118790467061e-09,9.0964038333498e-08
1969,8.096823668373483e-05,6.88881332929928e-09,3.938157990189341e-09,9.034699794645868e-08
1970,8.091867493931204e-05,6.1429713379571436e-09,3.8092343882364534e-09,8.885903517758769e-08
1971,7.856918195362336e-05,5.89697122878517e-09,3.707593787538599e-09,8.704426436777015e-08
1972,7.752600712202755e-05,5.561242323791151e-09,3.472300193406243e-09,8.198495139920072e-08
1973,7.546652445203758e-05,5.28933500173626e-09,3.345932832386568e-09,7.964341364186112e-08
1974,7.447149671081985e-05,5.179577084695503e-09,3.1595387576085645e-09,7.641042693811479e-08
1975,7.268826656010268e-05,5.087159899679656e-09,3.2718928836114205e-09,6.568772395862002e-08
1976,7.098438904254831e-05,4.92831020437734e-09,3.2905297217159355e-09,6.231607179480697e-08
1977,6.936749975596155e-05,4.813272954809886e-09,3.0378525409499193e-09,5.9293182934944914e-08
1978,6.916765830413039e-05,4.990588006340399e-09,2.9627505528294152e-09,5.964826550146946e-08
1979,6.856767764215224e-05,4.937040744477729e-09,2.9825617848493788e-09,5.806548537228602e-08
1980,6.902854511281475e-05,5.505934438535373e-09,2.9752856051905904e-09,5.6018964451303484e-08
1981,6.823768905763115e-05,5.5183086037199504e-09,3.1229506916982277e-09,5.517936533091675e-08
1982,6.855984559349184e-05,5.641206930156224e-09,2.841808534524505e-09,5.532760383175628e-08
1983,6.833875418773719e-05,5.943911394825006e-09,2.752793992755187e-09,5.457292725655602e-08
1984,6.928250825564777e-05,5.820987374655877e-09,3.207521359627208e-09,5.6495397566485346e-08
1985,6.941975464412411e-05,5.580017083315982e-09,3.064235373376586e-09,5.505432148262506e-08
1986,7.004558990177299e-05,5.642601370275153e-09,3.036195390342706e-09,5.536155863897615e-08
1987,7.006583161585565e-05,5.207504776600607e-09,3.0308690795217378e-09,5.6836929067977896e-08
1988,7.135437356607457e-05,5.025366599044543e-09,2.7941878969325475e-09,5.724891037419054e-08
1989,7.146623205958999e-05,4.77667543614351e-09,2.976856285284514e-09,5.7692340809418445e-08
1990,7.238564597043608e-05,4.5392680725342416e-09,2.887882425258884e-09,5.9194492101661515e-08
1991,7.222057320177555e-05,4.546361382600545e-09,2.3018909794154344e-09,5.8544963670621135e-08
1992,7.307040816937973e-05,4.651281835878405e-09,2.5200324842750935e-09,5.927870664176485e-08
1993,7.37009073158593e-05,4.887047655444121e-09,2.3102411095266007e-09,6.070634433236982e-08
1994,7.488076620835013e-05,4.706219985146325e-09,2.128993457718918e-09,5.883541323977884e-08
1995,7.561653598843674e-05,4.5316693889471284e-09,2.066322351319221e-09,5.894005892871844e-08
1996,7.757131243124604e-05,4.451507987620776e-09,1.9248852987731523e-09,5.941323674310947e-08
1997,7.919566685034494e-05,4.20815170011833e-09,2.0588078384977037e-09,6.129612322476013e-08
1998,8.074236913151773e-05,4.071542373093198e-09,2.111995039173158e-09,6.45012079303342e-08
1999,8.279054288453023e-05,3.781972671542835e-09,1.7454671517670916e-09,6.605266175288957e-08
2000,8.423722777349343e-05,3.3244301280076017e-09,1.722524313661568e-09,6.751616865585675e-08
2001,8.565871498181618e-05,3.2184325363512502e-09,1.6500161395934958e-09,7.201875921022552e-08
2002,8.702119313446539e-05,3.3552114420132284e-09,1.7416413073639043e-09,7.488125370563076e-08
2003,8.76900480112194e-05,3.1370759323579023e-09,1.5841326504530328e-09,7.695922680081172e-08
2004,8.885445069089266e-05,3.157812487687904e-09,1.472534269123368e-09,7.848490720821896e-08
2005,9.051686668369387e-05,3.4167313422983625e-09,1.3235746942896753e-09,8.237534387944834e-08
2006,9.169541278554658e-05,3.4929357818823193e-09,1.3027680204455043e-09,8.537047538733792e-08
2007,9.262847015634179e-05,3.5145529978361114e-09,1.2612781136971713e-09,8.660557020740661e-08
2008,9.332317235280893e-05,3.546732082629741e-09,1.1371540534607254e-09,8.77029740260176e-08
2009,9.303107903438754e-05,3.22487722240591e-09,9.043555448157952e-10,8.876790198136015e-08
2010,9.399901838540765e-05,3.1696225326933406e-09,9.423506756668841e-10,9.074274791893394e-08
2011,9.455892411226938e-05,2.989531574674028e-09,7.527994239880137e-10,9.133200303982189e-08
2012,9.500674371208464e-05,2.607866272137065e-09,6.56026405817681e-10,8.913114157849122e-08
2013,9.500732890696131e-05,2.5741877518470346e-09,5.082069626238805e-10,8.655008900047636e-08
2014,9.473253677632394e-05,2.298287623706382e-09,3.8875812688069343e-10,9.101628149567529e-08
2015,9.340589271492458e-05,2.1569773903503832e-09,3.7957188384459984e-10,9.260152568556026e-08
2016,9.331115351025281e-05,2.1896175666264686e-09,3.859722382973782e-10,9.840971720060615e-08
2017,9.279668544574331e-05,2.1676806275886897e-09,2.7358110221697984e-10,9.990000293669254e-08
2018,9.195252059726044e-05,2.139762500519282e-09,2.8280183195228405e-10,1.0168180750724786e-07
2019,9.037499330588616e-05,2.151397060501381e-09,2.8808903179688983e-10,1.0508602699133007e-07
